county,precinct,office,district,party,candidate,votes,winner
Allegany,,Representative in Congress,,Both Parties,Other Write-Ins,6,
Baltimore,,Representative in Congress,,Democratic,Donald M. DeArmon,3776,
Baltimore,,Representative in Congress,,Republican,Roscoe G. Bartlett,10246,TRUE
Baltimore,,Representative in Congress,,Both Parties,Other Write-Ins,25,
Carroll,,Representative in Congress,,Democratic,Donald M. DeArmon,15839,
Carroll,,Representative in Congress,,Republican,Roscoe G. Bartlett,42223,TRUE
Carroll,,Representative in Congress,,Both Parties,Other Write-Ins,55,
Frederick,,Representative in Congress,,Democratic,Donald M. DeArmon,25790,
Frederick,,Representative in Congress,,Republican,Roscoe G. Bartlett,39342,TRUE
Frederick,,Representative in Congress,,Both Parties,Other Write-Ins,79,
Garrett,,Representative in Congress,,Democratic,Donald M. DeArmon,2366,
Garrett,,Representative in Congress,,Republican,Roscoe G. Bartlett,6574,TRUE
Garrett,,Representative in Congress,,Both Parties,Other Write-Ins,4,
Harford,,Representative in Congress,,Democratic,Donald M. DeArmon,3418,
Harford,,Representative in Congress,,Republican,Roscoe G. Bartlett,8455,TRUE
Harford,,Representative in Congress,,Both Parties,Other Write-Ins,13,
Montgomery,,Representative in Congress,,Democratic,Donald M. DeArmon,2479,
Montgomery,,Representative in Congress,,Republican,Roscoe G. Bartlett,3690,TRUE
Montgomery,,Representative in Congress,,Both Parties,Other Write-Ins,14,
Washington,,Representative in Congress,,Democratic,Donald M. DeArmon,14134,
Washington,,Representative in Congress,,Republican,Roscoe G. Bartlett,23745,TRUE
Washington,,Representative in Congress,,Both Parties,Other Write-Ins,15,
Baltimore City,,Representative in Congress,,Democratic,Elijah E. Cummings,74743,TRUE
Baltimore City,,Representative in Congress,,Republican,Joseph E. Ward,4609,
Baltimore City,,Representative in Congress,,Both Parties,Other Write-Ins,46,
Baltimore,,Representative in Congress,,Democratic,Elijah E. Cummings,28823,TRUE
Baltimore,,Representative in Congress,,Republican,Joseph E. Ward,11770,
Baltimore,,Representative in Congress,,Both Parties,Other Write-Ins,55,
Howard,,Representative in Congress,,Democratic,Elijah E. Cummings,33481,TRUE
Howard,,Representative in Congress,,Republican,Joseph E. Ward,32793,
Howard,,Representative in Congress,,Both Parties,Other Write-Ins,74,
Montgomery,,Representative in Congress,,Democratic,Chris Van Hollen,106896,TRUE
Montgomery,,Representative in Congress,,Republican,Constance A. Morella,102032,
Montgomery,,Representative in Congress,,Unaffiliated,Stephen Bassett,1508,
Montgomery,,Representative in Congress,,Both Parties,Other Write-Ins,135,
Prince George's,,Representative in Congress,,Democratic,Chris Van Hollen,5892,TRUE
Prince George's,,Representative in Congress,,Republican,Constance A. Morella,1555,
Prince George's,,Representative in Congress,,Unaffiliated,Stephen Bassett,91,
Prince George's,,Representative in Congress,,Both Parties,Other Write-Ins,4,
Allegany,,State Senator,,Republican,John J. Hafer,18778,TRUE
Allegany,,State Senator,,Both Parties,Other Write-Ins,88,
Garrett,,State Senator,,Republican,John J. Hafer,7819,TRUE
Garrett,,State Senator,,Both Parties,Other Write-Ins,62,
Washington,,State Senator,,Republican,John J. Hafer,3005,TRUE
Washington,,State Senator,,Both Parties,Other Write-Ins,30,
Washington,,State Senator,,Democratic,Mary E. Newby,9859,
Washington,,State Senator,,Republican,Donald F. Munson,23640,TRUE
Washington,,State Senator,,Both Parties,Other Write-Ins,17,
Frederick,,State Senator,,Democratic,C. Sue Hecht,17452,
Frederick,,State Senator,,Republican,Alex X. Mooney,21250,TRUE
Frederick,,State Senator,,Both Parties,Other Write-Ins,66,
Washington,,State Senator,,Democratic,C. Sue Hecht,202,
Washington,,State Senator,,Republican,Alex X. Mooney,367,TRUE
Washington,,State Senator,,Both Parties,Other Write-Ins,0,
Carroll,,State Senator,,Democratic,Timothy Schlauch,2677,
Carroll,,State Senator,,Republican,David R. Brinkley,9084,TRUE
Carroll,,State Senator,,Both Parties,Other Write-Ins,16,
Frederick,,State Senator,,Democratic,Timothy Schlauch,6280,
Frederick,,State Senator,,Republican,David R. Brinkley,20147,TRUE
Frederick,,State Senator,,Both Parties,Other Write-Ins,66,
Baltimore,,State Senator,,Democratic,Ronald Zepp,4851,
Baltimore,,State Senator,,Republican,Larry E. Haines,13342,TRUE
Baltimore,,State Senator,,Both Parties,Other Write-Ins,15,
Carroll,,State Senator,,Democratic,Ronald Zepp,7548,
Carroll,,State Senator,,Republican,Larry E. Haines,22407,TRUE
Carroll,,State Senator,,Both Parties,Other Write-Ins,34,
Baltimore,,State Senator,,Democratic,Norman R. Stone,25156,TRUE
Baltimore,,State Senator,,Both Parties,Other Write-Ins,492,
Baltimore,,State Senator,,Democratic,Diane DeCarlo,12886,
Baltimore,,State Senator,,Republican,Andrew P. Harris,16546,TRUE
Baltimore,,State Senator,,Both Parties,Other Write-Ins,26,
Harford,,State Senator,,Democratic,Diane DeCarlo,4105,
Harford,,State Senator,,Republican,Andrew P. Harris,6828,TRUE
Harford,,State Senator,,Both Parties,Other Write-Ins,18,
Baltimore,,State Senator,,Democratic,Katherine A. Klausmeier,24590,TRUE
Baltimore,,State Senator,,Republican,John Cluster,17426,
Baltimore,,State Senator,,Both Parties,Other Write-Ins,55,
Carroll,,State Senator,,Republican,Robert H. Kittleman,12570,TRUE
Carroll,,State Senator,,Both Parties,Other Write-Ins,203,
Howard,,State Senator,,Republican,Robert H. Kittleman,27563,TRUE
Howard,,State Senator,,Both Parties,Other Write-Ins,543,
Baltimore,,State Senator,,Democratic,Delores G. Kelley,29638,TRUE
Baltimore,,State Senator,,Republican,Robbie Page,6981,
Baltimore,,State Senator,,Both Parties,Other Write-Ins,63,
Baltimore,,State Senator,,Democratic,Paula Colodny Hollinger,29009,TRUE
Baltimore,,State Senator,,Republican,Alan P. Zukerberg,17336,
Baltimore,,State Senator,,Both Parties,Other Write-Ins,46,
Baltimore,,State Senator,,Democratic,Edward J. Kasemeyer,12133,TRUE
Baltimore,,State Senator,,Republican,Mike Sneeringer,8477,
Baltimore,,State Senator,,Both Parties,Other Write-Ins,21,
Howard,,State Senator,,Democratic,Edward J. Kasemeyer,13404,TRUE
Howard,,State Senator,,Republican,Mike Sneeringer,6366,
Howard,,State Senator,,Both Parties,Other Write-Ins,28,
Howard,,State Senator,,Democratic,C. Vernon Gray,19583,
Howard,,State Senator,,Republican,Sandra B. Schrader,20375,TRUE
Howard,,State Senator,,Both Parties,Other Write-Ins,32,
Montgomery,,State Senator,,Democratic,Rona E. Kramer,22938,TRUE
Montgomery,,State Senator,,Republican,Jorge Ribas,14773,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,51,
Montgomery,,State Senator,,Democratic,Rob Garagiola,20121,TRUE
Montgomery,,State Senator,,Republican,Jean W. Roesser,19366,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,18,
Montgomery,,State Senator,,Democratic,Brian E. Frosh,32478,TRUE
Montgomery,,State Senator,,Republican,Tom Devor,12563,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,30,
Montgomery,,State Senator,,Democratic,Jennie M. Forehand,21494,TRUE
Montgomery,,State Senator,,Republican,Roy A. Burke,8737,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,30,
Montgomery,,State Senator,,Democratic,Sharon Grosfeld,28504,TRUE
Montgomery,,State Senator,,Republican,Shelly Skolnick,492,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,385,
Montgomery,,State Senator,,Democratic,Leonard H. Teitelbaum,25825,TRUE
Montgomery,,State Senator,,Republican,Lynn Siguenza,11146,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,37,
Montgomery,,State Senator,,Democratic,Ida G. Ruben,22738,TRUE
Montgomery,,State Senator,,Republican,John W. Wrightson,4885,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,68,
Anne Arundel,,State Senator,,Democratic,John A. Giannetti,4380,TRUE
Anne Arundel,,State Senator,,Both Parties,Other Write-Ins,172,
Prince George's,,State Senator,,Democratic,John A. Giannetti,14387,TRUE
Prince George's,,State Senator,,Both Parties,Other Write-Ins,392,
Prince George's,,State Senator,,Democratic,Paul G. Pinsky,19930,TRUE
Prince George's,,State Senator,,Both Parties,Other Write-Ins,169,
Prince George's,,State Senator,,Democratic,Leo E. Green,29387,TRUE
Prince George's,,State Senator,,Republican,Fran C. Shellenberger,7374,
Prince George's,,State Senator,,Both Parties,Other Write-Ins,29,
Prince George's,,State Senator,,Democratic,Nathaniel Exum,21570,TRUE
Prince George's,,State Senator,,Both Parties,Other Write-Ins,80,
Prince George's,,State Senator,,Democratic,Ulysses Currie,24761,TRUE
Prince George's,,State Senator,,Both Parties,Other Write-Ins,85,
Prince George's,,State Senator,,Democratic,Gloria Lawlah,25842,TRUE
Prince George's,,State Senator,,Both Parties,Other Write-Ins,162,
Calvert,,State Senator,,Democratic,Thomas V. Mike Miller,9807,TRUE
Calvert,,State Senator,,Republican,Toni Jarboe-Duley,7073,
Calvert,,State Senator,,Both Parties,Other Write-Ins,8,
Prince George's,,State Senator,,Democratic,Thomas V. Mike Miller,17068,TRUE
Prince George's,,State Senator,,Republican,Toni Jarboe-Duley,3439,
Prince George's,,State Senator,,Both Parties,Other Write-Ins,23,
Charles,,State Senator,,Democratic,Thomas McLain Middleton,21735,TRUE
Charles,,State Senator,,Republican,Jim Easter,12221,
Charles,,State Senator,,Both Parties,Other Write-Ins,16,
Calvert,,State Senator,,Democratic,Roy Dyson,4691,TRUE
Calvert,,State Senator,,Republican,Barbara R. Thompson,4208,
Calvert,,State Senator,,Both Parties,Other Write-Ins,2,
Charles,,State Senator,,Democratic,Roy Dyson,389,TRUE
Charles,,State Senator,,Republican,Barbara R. Thompson,441,
Charles,,State Senator,,Both Parties,Other Write-Ins,4,
St. Mary's,,State Senator,,Democratic,Roy Dyson,15452,TRUE
St. Mary's,,State Senator,,Republican,Barbara R. Thompson,10065,
St. Mary's,,State Senator,,Both Parties,Other Write-Ins,14,
Anne Arundel,,State Senator,,Democratic,John C. Astle,24799,TRUE
Anne Arundel,,State Senator,,Republican,Andy Smarick,19922,
Anne Arundel,,State Senator,,Both Parties,Other Write-Ins,44,
Anne Arundel,,State Senator,,Democratic,Philip C. Jimeno,23381,TRUE
Anne Arundel,,State Senator,,Republican,David K. Kyle,14100,
Anne Arundel,,State Senator,,Both Parties,Other Write-Ins,30,
Anne Arundel,,State Senator,,Democratic,James E. DeGrange,19623,TRUE
Anne Arundel,,State Senator,,Republican,Terry R. Gilleland,13490,
Anne Arundel,,State Senator,,Both Parties,Other Write-Ins,45,
Anne Arundel,,State Senator,,Democratic,Robert R. Neall,23236,
Anne Arundel,,State Senator,,Republican,Janet Greenip,27512,TRUE
Anne Arundel,,State Senator,,Both Parties,Other Write-Ins,24,
Cecil,,State Senator,,Democratic,Arthur Henry Helton,4042,
Cecil,,State Senator,,Republican,Nancy Jacobs,8261,TRUE
Cecil,,State Senator,,Both Parties,Other Write-Ins,20,
Harford,,State Senator,,Democratic,Arthur Henry Helton,9357,
Harford,,State Senator,,Republican,Nancy Jacobs,12213,TRUE
Harford,,State Senator,,Both Parties,Other Write-Ins,25,
Harford,,State Senator,,Republican,J. Robert Hooper,42766,TRUE
Harford,,State Senator,,Both Parties,Other Write-Ins,817,
Caroline,,State Senator,,Democratic,Walter M. Baker,1361,
Caroline,,State Senator,,Republican,E. J. Pipkin,2303,TRUE
Caroline,,State Senator,,Both Parties,Other Write-Ins,2,
Cecil,,State Senator,,Democratic,Walter M. Baker,4993,
Cecil,,State Senator,,Republican,E. J. Pipkin,7173,TRUE
Cecil,,State Senator,,Both Parties,Other Write-Ins,10,
Kent,,State Senator,,Democratic,Walter M. Baker,3135,
Kent,,State Senator,,Republican,E. J. Pipkin,4455,TRUE
Kent,,State Senator,,Both Parties,Other Write-Ins,4,
Queen Anne's,,State Senator,,Democratic,Walter M. Baker,5409,
Queen Anne's,,State Senator,,Republican,E. J. Pipkin,10896,TRUE
Queen Anne's,,State Senator,,Both Parties,Other Write-Ins,11,
Caroline,,State Senator,,Democratic,Grason Eckel,1039,
Caroline,,State Senator,,Republican,Richard F. Colburn,3437,TRUE
Caroline,,State Senator,,Both Parties,Other Write-Ins,1,
Dorchester,,State Senator,,Democratic,Grason Eckel,3233,
Dorchester,,State Senator,,Republican,Richard F. Colburn,6823,TRUE
Dorchester,,State Senator,,Both Parties,Other Write-Ins,9,
Talbot,,State Senator,,Democratic,Grason Eckel,3590,
Talbot,,State Senator,,Republican,Richard F. Colburn,10352,TRUE
Talbot,,State Senator,,Both Parties,Other Write-Ins,16,
Wicomico,,State Senator,,Democratic,Grason Eckel,4063,
Wicomico,,State Senator,,Republican,Richard F. Colburn,5532,TRUE
Wicomico,,State Senator,,Both Parties,Other Write-Ins,13,
Somerset,,State Senator,,Democratic,Robert Lee Marvel,1911,
Somerset,,State Senator,,Republican,J. Lowell Stoltzfus,4683,TRUE
Somerset,,State Senator,,Both Parties,Other Write-Ins,5,
Wicomico,,State Senator,,Democratic,Robert Lee Marvel,4824,
Wicomico,,State Senator,,Republican,J. Lowell Stoltzfus,10339,TRUE
Wicomico,,State Senator,,Both Parties,Other Write-Ins,8,
Worcester,,State Senator,,Democratic,Robert Lee Marvel,5697,
Worcester,,State Senator,,Republican,J. Lowell Stoltzfus,12306,TRUE
Worcester,,State Senator,,Both Parties,Other Write-Ins,17,
Montgomery,,State Senator,,Democratic,Patrick J. Hogan,19099,TRUE
Montgomery,,State Senator,,Republican,Robin Ficker,9689,
Montgomery,,State Senator,,Both Parties,Other Write-Ins,65,
Baltimore City,,State Senator,,Democratic,Ralph M. Hughes,19189,TRUE
Baltimore City,,State Senator,,Both Parties,Other Write-Ins,81,
Baltimore City,,State Senator,,Democratic,Lisa A. Gladden,25461,TRUE
Baltimore City,,State Senator,,Both Parties,Other Write-Ins,673,
Baltimore,,State Senator,,Democratic,Jim Brochin,22709,TRUE
Baltimore,,State Senator,,Republican,Martha Scanlan Klima,21781,
Baltimore,,State Senator,,Both Parties,Other Write-Ins,45,
Baltimore City,,State Senator,,Democratic,Joan Carter Conway,24244,TRUE
Baltimore City,,State Senator,,Both Parties,Other Write-Ins,127,
Baltimore City,,State Senator,,Democratic,Verna L. Jones,16135,TRUE
Baltimore City,,State Senator,,Both Parties,Other Write-Ins,80,
Baltimore City,,State Senator,,Democratic,Nathaniel J. McFadden,19016,TRUE
Baltimore City,,State Senator,,Republican,Gordon T. Gates,3613,
Baltimore City,,State Senator,,Both Parties,Other Write-Ins,19,
Baltimore City,,State Senator,,Democratic,George W. Della,16825,TRUE
Baltimore City,,State Senator,,Both Parties,Other Write-Ins,177,
Prince George's,,State Senator,,Democratic,Gwendolyn Britt,14163,TRUE
Prince George's,,State Senator,,Both Parties,Other Write-Ins,82,
Allegany,,House of Delegates,,Republican,George C. Edwards,2305,TRUE
Allegany,,House of Delegates,,Both Parties,Other Write-Ins,9,
Garrett,,House of Delegates,,Republican,George C. Edwards,7998,TRUE
Garrett,,House of Delegates,,Both Parties,Other Write-Ins,49,
Allegany,,House of Delegates,,Democratic,Kevin Kelly,6654,TRUE
Allegany,,House of Delegates,,Republican,Tricia Wolfe,5286,
Allegany,,House of Delegates,,Both Parties,Other Write-Ins,4,
Allegany,,House of Delegates,,Democratic,Casper R. Taylor,4381,
Allegany,,House of Delegates,,Republican,LeRoy Ellsworth Myers,2783,TRUE
Allegany,,House of Delegates,,Both Parties,Other Write-Ins,5,
Washington,,House of Delegates,,Democratic,Casper R. Taylor,1200,
Washington,,House of Delegates,,Republican,LeRoy Ellsworth Myers,2874,TRUE
Washington,,House of Delegates,,Both Parties,Other Write-Ins,3,
Washington,,House of Delegates,,Democratic,Peter E. Perini,3447,
Washington,,House of Delegates,,Republican,Robert A. McKee,10223,TRUE
Washington,,House of Delegates,,Both Parties,Other Write-Ins,21,
Washington,,House of Delegates,,Democratic,David M. Russo,2954,
Washington,,House of Delegates,,Republican,Christopher B. Shank,7749,TRUE
Washington,,House of Delegates,,Both Parties,Other Write-Ins,11,
Washington,,House of Delegates,,Democratic,John P. Donoghue,5185,TRUE
Washington,,House of Delegates,,Republican,Robert E. Bruchey,3611,
Washington,,House of Delegates,,Both Parties,Other Write-Ins,16,
Frederick,,House of Delegates,,Democratic,Galen R. Clagett,11434,TRUE
Frederick,,House of Delegates,,Democratic,Dick Zimmerman,11288,
Frederick,,House of Delegates,,Republican,Timothy W. Brooks,10782,
Frederick,,House of Delegates,,Republican,Patrick N. Hogan,12066,TRUE
Frederick,,House of Delegates,,Democratic,Ron Bird,4,
Frederick,,House of Delegates,,Both Parties,Other Write-Ins,168,
Frederick,,House of Delegates,,Democratic,Lisa Baugher,5070,
Frederick,,House of Delegates,,Republican,Richard B. Weldon,8495,TRUE
Frederick,,House of Delegates,,Both Parties,Other Write-Ins,37,
Washington,,House of Delegates,,Democratic,Lisa Baugher,211,
Washington,,House of Delegates,,Republican,Richard B. Weldon,324,TRUE
Washington,,House of Delegates,,Both Parties,Other Write-Ins,0,
Frederick,,House of Delegates,,Democratic,Valerie Moore Dale,7399,
Frederick,,House of Delegates,,Democratic,Dick Franklin,6001,
Frederick,,House of Delegates,,Republican,Joseph R. Bartlett,14720,TRUE
Frederick,,House of Delegates,,Republican,Paul S. Stull,16830,TRUE
Frederick,,House of Delegates,,Republican,Louise Snodgrass,1472,
Frederick,,House of Delegates,,Both Parties,Other Write-Ins,0,
Carroll,,House of Delegates,,Democratic,Thomas Henry Morrison,2760,
Carroll,,House of Delegates,,Republican,Donald B. Elliott,8939,TRUE
Carroll,,House of Delegates,,Both Parties,Other Write-Ins,12,
Frederick,,House of Delegates,,Democratic,Thomas Henry Morrison,537,
Frederick,,House of Delegates,,Republican,Donald B. Elliott,1382,TRUE
Frederick,,House of Delegates,,Both Parties,Other Write-Ins,2,
Carroll,,House of Delegates,,Democratic,Kimberly J. Petry,6195,
Carroll,,House of Delegates,,Democratic,Robert P. Wack,10520,
Carroll,,House of Delegates,,Republican,Carmen Amedori,19195,TRUE
Carroll,,House of Delegates,,Republican,Nancy R. Stocksdale,20480,TRUE
Carroll,,House of Delegates,,Both Parties,Other Write-Ins,49,
Baltimore,,House of Delegates,,Democratic,Stephen C. Kirsch,5268,
Baltimore,,House of Delegates,,Republican,A. Wade Kach,13122,TRUE
Baltimore,,House of Delegates,,Unaffiliated,William T. Newton,31,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,17,
Baltimore,,House of Delegates,,Democratic,John S. Arnick,17541,TRUE
Baltimore,,House of Delegates,,Democratic,"Joseph ""Sonny"" Minnick",17530,TRUE
Baltimore,,House of Delegates,,Democratic,Michael H. Weir,17958,TRUE
Baltimore,,House of Delegates,,Republican,Paul Michael Blitz,8969,
Baltimore,,House of Delegates,,Republican,Jane Brooks,12517,
Baltimore,,House of Delegates,,Republican,Bruce Laing,9448,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,106,
Baltimore,,House of Delegates,,Democratic,Randy Cogar,10679,
Baltimore,,House of Delegates,,Democratic,Donna M. Felling,10748,
Baltimore,,House of Delegates,,Democratic,Nancy M. Hubers,12890,
Baltimore,,House of Delegates,,Republican,Rick Impallaria,12860,TRUE
Baltimore,,House of Delegates,,Republican,J. B. Jennings,16235,TRUE
Baltimore,,House of Delegates,,Republican,Pat McDonough,14781,TRUE
Baltimore,,House of Delegates,,Libertarian,Michael F. Linder,1988,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,59,
Harford,,House of Delegates,,Democratic,Randy Cogar,3247,
Harford,,House of Delegates,,Democratic,Donna M. Felling,3457,
Harford,,House of Delegates,,Democratic,Nancy M. Hubers,4202,
Harford,,House of Delegates,,Republican,Rick Impallaria,5889,TRUE
Harford,,House of Delegates,,Republican,J. B. Jennings,6235,TRUE
Harford,,House of Delegates,,Republican,Pat McDonough,6088,TRUE
Harford,,House of Delegates,,Libertarian,Michael F. Linder,829,
Harford,,House of Delegates,,Both Parties,Other Write-Ins,21,
Baltimore,,House of Delegates,,Democratic,Eric Bromwell,20314,TRUE
Baltimore,,House of Delegates,,Democratic,Tim Caslin,18553,
Baltimore,,House of Delegates,,Democratic,Todd L. Schuler,16277,
Baltimore,,House of Delegates,,Republican,Joseph C. Boteler,19826,TRUE
Baltimore,,House of Delegates,,Republican,Alfred W. Redmer,22884,TRUE
Baltimore,,House of Delegates,,Republican,Mike Rupp,18755,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,86,
Howard,,House of Delegates,,Democratic,Walter E. Carson,10424,
Howard,,House of Delegates,,Democratic,Tony McGuffin,10423,
Howard,,House of Delegates,,Republican,Gail H. Bates,20783,TRUE
Howard,,House of Delegates,,Republican,Robert L. Flanagan,21263,TRUE
Howard,,House of Delegates,,Both Parties,Other Write-Ins,33,
Carroll,,House of Delegates,,Democratic,Kenneth Holniker,6152,
Carroll,,House of Delegates,,Republican,Susan W. Krebs,10093,TRUE
Carroll,,House of Delegates,,Both Parties,Other Write-Ins,27,
Baltimore,,House of Delegates,,Democratic,Emmett C. Burns,27921,TRUE
Baltimore,,House of Delegates,,Democratic,Adrienne Jones,25655,TRUE
Baltimore,,House of Delegates,,Democratic,Shirley Nathan-Pulliam,26269,TRUE
Baltimore,,House of Delegates,,Republican,Steven D'Arezzo,8480,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,254,
Baltimore,,House of Delegates,,Democratic,Jon S. Cardin,29480,TRUE
Baltimore,,House of Delegates,,Democratic,Dan K. Morhaim,28098,TRUE
Baltimore,,House of Delegates,,Democratic,Bobby A. Zirkin,30467,TRUE
Baltimore,,House of Delegates,,Republican,J. Michael Collins,14601,
Baltimore,,House of Delegates,,Republican,Grant Harding,13411,
Baltimore,,House of Delegates,,Republican,Betty L. Wagner,13483,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,130,
Baltimore,,House of Delegates,,Democratic,Steven J. DeBoy,10031,TRUE
Baltimore,,House of Delegates,,Democratic,James E. Malone,12869,TRUE
Baltimore,,House of Delegates,,Republican,Joe Hooe,8991,
Baltimore,,House of Delegates,,Republican,Harry Korrell,7605,
Baltimore,,House of Delegates,,Both Parties,Other Write-Ins,18,
Howard,,House of Delegates,,Democratic,Steven J. DeBoy,2345,TRUE
Howard,,House of Delegates,,Democratic,James E. Malone,2746,TRUE
Howard,,House of Delegates,,Republican,Joe Hooe,2202,
Howard,,House of Delegates,,Republican,Harry Korrell,2270,
Howard,,House of Delegates,,Both Parties,Other Write-Ins,6,
Howard,,House of Delegates,,Democratic,Elizabeth Bobo,12085,TRUE
Howard,,House of Delegates,,Both Parties,Other Write-Ins,393,
Howard,,House of Delegates,,Democratic,Shane Pendergrass,23786,TRUE
Howard,,House of Delegates,,Democratic,Neil Quinter,18922,TRUE
Howard,,House of Delegates,,Democratic,Frank S. Turner,21280,TRUE
Howard,,House of Delegates,,Republican,Bob Adams,16452,
Howard,,House of Delegates,,Republican,John Stafford,13482,
Howard,,House of Delegates,,Republican,Mary Beth Tung,16888,
Howard,,House of Delegates,,Both Parties,Other Write-Ins,76,
Montgomery,,House of Delegates,,Democratic,Anne Kaiser,19978,TRUE
Montgomery,,House of Delegates,,Democratic,Karen S. Montgomery,20198,TRUE
Montgomery,,House of Delegates,,Democratic,Herman Taylor,21278,TRUE
Montgomery,,House of Delegates,,Republican,Patricia Cummings,15260,
Montgomery,,House of Delegates,,Republican,Patricia Anne Faulkner,15005,
Montgomery,,House of Delegates,,Republican,Jim Goldberg,14162,
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,67,
Montgomery,,House of Delegates,,Democratic,Kathleen M. Dumais,19246,TRUE
Montgomery,,House of Delegates,,Democratic,Brian J. Feldman,19719,TRUE
Montgomery,,House of Delegates,,Democratic,John Young,17358,
Montgomery,,House of Delegates,,Republican,Bill Askinazi,16693,
Montgomery,,House of Delegates,,Republican,Jean B. Cryor,20584,TRUE
Montgomery,,House of Delegates,,Republican,Mary Kane,16579,
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,42,
Montgomery,,House of Delegates,,Democratic,William A. Bronrott,30069,TRUE
Montgomery,,House of Delegates,,Democratic,Marilyn R. Goldwater,31440,TRUE
Montgomery,,House of Delegates,,Democratic,Susan C. Lee,30201,TRUE
Montgomery,,House of Delegates,,Republican,Charles Stansfield,13574,
Montgomery,,House of Delegates,,Republican,Daniel Farhan Zubairi,12438,
Montgomery,,House of Delegates,,Unaffiliated,John Horan Latham,5322,
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,109,
Montgomery,,House of Delegates,,Democratic,Kumar P. Barve,19697,TRUE
Montgomery,,House of Delegates,,Democratic,Michael R. Gordon,20899,TRUE
Montgomery,,House of Delegates,,Democratic,Luiz Simmons,19412,TRUE
Montgomery,,House of Delegates,,Republican,Paul Nick Hnarakis,8917,
Montgomery,,House of Delegates,,Republican,Josephine J. Wang,10002,
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,122,
Montgomery,,House of Delegates,,Democratic,Ana Sol Gutierrez,26279,TRUE
Montgomery,,House of Delegates,,Democratic,John Adams Hurson,25656,TRUE
Montgomery,,House of Delegates,,Democratic,Richard S. Madaleno,25077,TRUE
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,547,
Montgomery,,House of Delegates,,Democratic,"Henry B. ""Hank"" Heller",26579,TRUE
Montgomery,,House of Delegates,,Democratic,Adrienne A. Mandel,26081,TRUE
Montgomery,,House of Delegates,,Democratic,Carol S. Petzold,25794,TRUE
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,504,
Montgomery,,House of Delegates,,Democratic,Peter Franchot,18273,TRUE
Montgomery,,House of Delegates,,Democratic,Sheila Ellis Hixson,19841,TRUE
Montgomery,,House of Delegates,,Democratic,Gareth E. Murray,15803,TRUE
Montgomery,,House of Delegates,,Republican,Jae Donald Collins,5294,
Montgomery,,House of Delegates,,Republican,Kenneth Klein,4855,
Montgomery,,House of Delegates,,Green,Linda Schade,10101,
Montgomery,,House of Delegates,,Both Parties,Other Write-Ins,96,
Anne Arundel,,House of Delegates,,Democratic,Barbara A. Frush,3094,TRUE
Anne Arundel,,House of Delegates,,Democratic,Pauline H. Menes,2969,TRUE
Anne Arundel,,House of Delegates,,Democratic,Brian R. Moe,3108,TRUE
Anne Arundel,,House of Delegates,,Republican,Kevin L. Bruening,2617,
Anne Arundel,,House of Delegates,,Republican,Bernadine Shettle,2416,
Anne Arundel,,House of Delegates,,Both Parties,Other Write-Ins,67,
Prince George's,,House of Delegates,,Democratic,Barbara A. Frush,11881,TRUE
Prince George's,,House of Delegates,,Democratic,Pauline H. Menes,11688,TRUE
Prince George's,,House of Delegates,,Democratic,Brian R. Moe,11634,TRUE
Prince George's,,House of Delegates,,Republican,Kevin L. Bruening,5459,
Prince George's,,House of Delegates,,Republican,Bernadine Shettle,5034,
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,87,
Prince George's,,House of Delegates,,Democratic,Tawanna P. Gaines,15871,TRUE
Prince George's,,House of Delegates,,Democratic,Anne Healey,16670,TRUE
Prince George's,,House of Delegates,,Democratic,Justin D. Ross,16243,TRUE
Prince George's,,House of Delegates,,Republican,Dominique J. Brown,5652,
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,111,
Prince George's,,House of Delegates,,Democratic,Mary A. Conroy,15979,TRUE
Prince George's,,House of Delegates,,Democratic,James W. Hubbard,14094,TRUE
Prince George's,,House of Delegates,,Republican,Day Gardner,6156,
Prince George's,,House of Delegates,,Republican,Kenneth E. Rupert,6342,
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,48,
Prince George's,,House of Delegates,,Democratic,Marvin E. Holmes,10674,TRUE
Prince George's,,House of Delegates,,Both Parties,Other Write-Ins,78,
Prince George's,,House of Delegates,,Democratic,Joanne C. Benson,18125,TRUE
