county,precinct,office,district,party,candidate,votes,winner
Frederick,,House of Delegates,,Democratic,George Littrell,10424,TRUE
Frederick,,House of Delegates,,Republican,Seth F. Stein,7717,
Carroll,,House of Delegates,,Democratic,William D. Henley Sr.,1871,
Carroll,,House of Delegates,,Republican,Donald B. Elliott,4585,TRUE
Howard,,House of Delegates,,Democratic,William D. Henley Sr.,824,
Howard,,House of Delegates,,Republican,Donald B. Elliott,1476,TRUE
Carroll,,House of Delegates,,Democratic,Richard N. Dixon,12931,TRUE
Carroll,,House of Delegates,,Democratic,Ellen Leahy Willis,10377,
Carroll,,House of Delegates,,Republican,Richard C. Matthews,13093,TRUE
Carroll,,House of Delegates,,Republican,Joseph Hooper Mettle,6620,
Baltimore,,House of Delegates,,Democratic,Lawrence Alan LaMotte,3008,TRUE
Baltimore,,House of Delegates,,Republican,Albert J. Craemer,1652,
Carroll,,House of Delegates,,Democratic,Lawrence Alan LaMotte,1331,TRUE
Carroll,,House of Delegates,,Republican,Albert J. Craemer,1120,
Baltimore,,House of Delegates,,Democratic,Deanna Hiltz,5,
Baltimore,,House of Delegates,,Democratic,Leslie Hutchinson,10796,TRUE
Baltimore,,House of Delegates,,Democratic,E. Farrell Maddox,10165,TRUE
Baltimore,,House of Delegates,,Democratic,Michael H. Weir,9778,TRUE
Baltimore,,House of Delegates,,Republican,Michael J. Davis,8565,
Baltimore,,House of Delegates,,Republican,John Hillstrom,5554,
Baltimore,,House of Delegates,,Republican,Bruce A. Laing,6317,
Baltimore,,House of Delegates,,Democratic,John S. Arnick,12249,TRUE
Baltimore,,House of Delegates,,Democratic,Louis L. DePazzo,13595,TRUE
Baltimore,,House of Delegates,,Democratic,Connie C. Galiazzo,14307,TRUE
Baltimore,,House of Delegates,,Republican,Patricia Ann Mohorovic,8079,
Baltimore,,House of Delegates,,Republican,Albert W. Weiss,5387,
Baltimore,,House of Delegates,,Democratic,Joseph Bartenfelder,14876,TRUE
Baltimore,,House of Delegates,,Democratic,William Burgess,12680,
Baltimore,,House of Delegates,,Democratic,Donna M. Felling,13006,
Baltimore,,House of Delegates,,Republican,John Michael Fleig,20,
Baltimore,,House of Delegates,,Republican,Kenneth G. Hirsch,14129,
Baltimore,,House of Delegates,,Republican,James F. Ports,14266,TRUE
Baltimore,,House of Delegates,,Republican,Alfred W. Redmer Jr.,15354,TRUE
Baltimore,,House of Delegates,,Democratic,Gerry L. Brewster,14876,TRUE
Baltimore,,House of Delegates,,Democratic,Charles Culbertson,10522,
Baltimore,,House of Delegates,,Democratic,Michael Gisriel,14428,
Baltimore,,House of Delegates,,Republican,John J. Bishop,14589,TRUE
Baltimore,,House of Delegates,,Republican,James Holechek,9855,
Baltimore,,House of Delegates,,Republican,Martha Scanlan Klima,15461,TRUE
Baltimore,,House of Delegates,,Democratic,Walter Boyd,8371,
Baltimore,,House of Delegates,,Democratic,Robert L. Curtis Jr.,7832,
Baltimore,,House of Delegates,,Democratic,Ellery B. Woodworth,11996,
Baltimore,,House of Delegates,,Republican,Robert L. Ehrlich Jr.,22246,TRUE
Baltimore,,House of Delegates,,Republican,A. Wade Kach,21225,TRUE
Baltimore,,House of Delegates,,Republican,Ellen R. Sauerbrey,22649,TRUE
Baltimore,,House of Delegates,,Democratic,Leon Albin,15795,TRUE
Baltimore,,House of Delegates,,Democratic,Theodore Levin,18351,TRUE
Baltimore,,House of Delegates,,Democratic,Richard Rynd,17172,TRUE
Baltimore,,House of Delegates,,Republican,Ella White Campbell,10303,
Baltimore,,House of Delegates,,Republican,Douglas Harris,5021,
Baltimore,,House of Delegates,,Democratic,Thomas E. Dewberry,13924,TRUE
Baltimore,,House of Delegates,,Democratic,Kenneth H. Masters,13553,TRUE
Baltimore,,House of Delegates,,Democratic,Louis P. Morsberger,13716,TRUE
Howard,,House of Delegates,,Democratic,Virginia M. Thomas,8242,TRUE
Howard,,House of Delegates,,Republican,James Douglas Morgan,3292,
Howard,,House of Delegates,,Democratic,William C. Bevan,4339,
Howard,,House of Delegates,,Democratic,Robert J. DiPietro,3530,
Howard,,House of Delegates,,Republican,Martin G. Madden,6843,TRUE
Howard,,House of Delegates,,Republican,John S. Morgan,5608,TRUE
Prince George's,,House of Delegates,,Democratic,William C. Bevan,3433,
Prince George's,,House of Delegates,,Democratic,Robert J. DiPietro,4334,
Prince George's,,House of Delegates,,Republican,Martin G. Madden,4269,TRUE
Prince George's,,House of Delegates,,Republican,John S. Morgan,3500,TRUE
Montgomery,,House of Delegates,,Democratic,Joel Chasnoff,7951,TRUE
Montgomery,,House of Delegates,,Republican,Patricia Anne Faulkner,6847,
Howard,,House of Delegates,,Democratic,Lloyd G. Knowles,11521,
Howard,,House of Delegates,,Democratic,James B. Kraft,10060,
Howard,,House of Delegates,,Republican,Robert L. Flanagan,14900,TRUE
Howard,,House of Delegates,,Republican,Robert H. Kittleman,15577,TRUE
Montgomery,,House of Delegates,,Democratic,Lloyd G. Knowles,2112,
Montgomery,,House of Delegates,,Democratic,James B. Kraft,1994,
Montgomery,,House of Delegates,,Republican,Robert L. Flanagan,3113,TRUE
Montgomery,,House of Delegates,,Republican,Robert H. Kittleman,3051,TRUE
Montgomery,,House of Delegates,,Democratic,Gene W. Counihan,20059,TRUE
Montgomery,,House of Delegates,,Democratic,Rosemary Glynn,18196,
Montgomery,,House of Delegates,,Democratic,Sally McGarry,17652,
Montgomery,,House of Delegates,,Republican,Michael J. Baker,16347,
Montgomery,,House of Delegates,,Republican,Richard La Vay,18896,TRUE
Montgomery,,House of Delegates,,Republican,Jean W. Roesser,21052,TRUE
Montgomery,,House of Delegates,,Democratic,Brian E. Frosh,21901,TRUE
Montgomery,,House of Delegates,,Democratic,Gilbert J. Genn,21022,TRUE
Montgomery,,House of Delegates,,Democratic,Nancy K. Kopp,22397,TRUE
Montgomery,,House of Delegates,,Republican,Robert M. McCarthy,12298,
Montgomery,,House of Delegates,,Republican,Nelson M. Rosenbaum,10753,
Montgomery,,House of Delegates,,Republican,George Jenkins,10602,
Montgomery,,House of Delegates,,Democratic,Kumar P. Barve,13384,TRUE
Montgomery,,House of Delegates,,Democratic,Jennie M. Forehand,16545,TRUE
Montgomery,,House of Delegates,,Democratic,Michael R. Gordon,15552,TRUE
Montgomery,,House of Delegates,,Republican,Torin K. Andrews,7511,
Montgomery,,House of Delegates,,Republican,David S. Green,8303,
Montgomery,,House of Delegates,,Democratic,Patricia H. Billings,17799,TRUE
Montgomery,,House of Delegates,,Democratic,John Adams Hurson,16200,TRUE
Montgomery,,House of Delegates,,Democratic,Christopher Van Hollen Jr.,16956,TRUE
Montgomery,,House of Delegates,,Republican,John Joseph Heil,7271,
Montgomery,,House of Delegates,,Republican,Jamie M. Staines,6898,
Montgomery,,House of Delegates,,Democratic,Henry B. Heller,18897,TRUE
Montgomery,,House of Delegates,,Democratic,Carol S. Petzold,19024,TRUE
Montgomery,,House of Delegates,,Democratic,Leonard H. Teitelbaum,19153,TRUE
Montgomery,,House of Delegates,,Republican,Raymond Beck,10913,
Montgomery,,House of Delegates,,Republican,Tomas Ramon Estrada-Palma,7904,
Montgomery,,House of Delegates,,Republican,Peter J. Tirinnanzi Jr.,9261,
Montgomery,,House of Delegates,,Democratic,Dana Lee Dembrow,18303,TRUE
Montgomery,,House of Delegates,,Democratic,Peter Franchot,17871,TRUE
Montgomery,,House of Delegates,,Democratic,Sheila Ellis Hixson,17958,TRUE
Prince George's,,House of Delegates,,Democratic,Timothy F. Maloney,11365,TRUE
Prince George's,,House of Delegates,,Democratic,Pauline H. Menes,11081,TRUE
Prince George's,,House of Delegates,,Democratic,James C. Rosapepe,10748,TRUE
Prince George's,,House of Delegates,,Republican,Margaret Jahn,3557,
Prince George's,,House of Delegates,,Republican,Charles D. Randall,3799,
Prince George's,,House of Delegates,,Republican,Debra DiCamillo,3872,
Prince George's,,House of Delegates,,Democratic,Anne Healey,9355,TRUE
Prince George's,,House of Delegates,,Democratic,Richard A. Palumbo,10353,TRUE
Prince George's,,House of Delegates,,Democratic,Paul G. Pinsky,9566,TRUE
Prince George's,,House of Delegates,,Republican,Gerard F. Kiernan,3118,
Prince George's,,House of Delegates,,Republican,Mary E. Rand,3164,
Prince George's,,House of Delegates,,Republican,Bruce Gordon Pope,2666,
Prince George's,,House of Delegates,,Democratic,Mary A. Conroy,16248,TRUE
Prince George's,,House of Delegates,,Democratic,Joan Breslin Pitkin,16069,TRUE
Prince George's,,House of Delegates,,Democratic,Charles J. Ryan,15599,TRUE
Prince George's,,House of Delegates,,Republican,Robert S. Sanders,6486,
Prince George's,,House of Delegates,,Republican,James William Thompson,6190,
Prince George's,,House of Delegates,,Republican,Roger D. Chamberlain,6203,
Prince George's,,House of Delegates,,Democratic,Joanne C. Benson,10721,TRUE
Prince George's,,House of Delegates,,Democratic,Nathaniel Exum,10691,TRUE
Prince George's,,House of Delegates,,Democratic,Sylvania W. Woods Jr.,10954,TRUE
Prince George's,,House of Delegates,,Republican,Edward J. Turner,2307,
Prince George's,,House of Delegates,,Democratic,Michael Arrington,11698,TRUE
Prince George's,,House of Delegates,,Democratic,Ulysses Currie,11369,TRUE
Prince George's,,House of Delegates,,Democratic,Beatrice Tignor,11506,TRUE
Prince George's,,House of Delegates,,Republican,David S. Bernstein,1594,
Prince George's,,House of Delegates,,Republican,Katharine Garnett,1847,
Prince George's,,House of Delegates,,Democratic,Rosa Lee Blumenthal,11941,TRUE
Prince George's,,House of Delegates,,Democratic,Christine Miller Jones,11888,TRUE
Prince George's,,House of Delegates,,Democratic,David M. Valderrama,10889,TRUE
Prince George's,,House of Delegates,,Republican,Claude W. Roxborough,4497,
Prince George's,,House of Delegates,,Democratic,Gary R. Alexander,15851,TRUE
Prince George's,,House of Delegates,,Democratic,James E. Proctor Jr.,15160,TRUE
Prince George's,,House of Delegates,,Democratic,Joseph F. Vallario Jr.,15696,TRUE
Prince George's,,House of Delegates,,Republican,Ronald R. Austin,4300,
Prince George's,,House of Delegates,,Republican,John Mitchell Brown,4697,
Prince George's,,House of Delegates,,Republican,David A. Tibbetts,4217,
Charles,,House of Delegates,,Democratic,Stephen J. Braun,9709,TRUE
Charles,,House of Delegates,,Democratic,Michael J. Sprague,10700,TRUE
Charles,,House of Delegates,,Republican,Joseph T. Crawford,6131,
Charles,,House of Delegates,,Democratic,John F. Wood Jr.,1433,TRUE
Charles,,House of Delegates,,Republican,Thomas Young,1686,
St. Mary's,,House of Delegates,,Democratic,John F. Wood Jr.,2834,TRUE
St. Mary's,,House of Delegates,,Republican,Thomas Young,724,
Anne Arundel,,House of Delegates,,Democratic,George W. Owings III,1321,TRUE
Anne Arundel,,House of Delegates,,Republican,Edward B. Finch,1066,
Anne Arundel,,House of Delegates,,Independent,William Johnston,312,
Calvert,,House of Delegates,,Democratic,George W. Owings III,4388,TRUE
Calvert,,House of Delegates,,Republican,Edward B. Finch,2645,
Calvert,,House of Delegates,,Independent,William Johnston,700,
Calvert,,House of Delegates,,Democratic,J. Ernest Bell,2912,TRUE
Calvert,,House of Delegates,,Republican,James T. O'Donnell,1,
St. Mary's,,House of Delegates,,Democratic,J. Ernest Bell,3727,TRUE
St. Mary's,,House of Delegates,,Republican,James T. O'Donnell,1312,
St. Mary's,,House of Delegates,,Democratic,John F. Slade III,4296,TRUE
Anne Arundel,,House of Delegates,,Democratic,John C. Astle,18009,TRUE
Anne Arundel,,House of Delegates,,Democratic,Michael E. Busch,16104,TRUE
Anne Arundel,,House of Delegates,,Democratic,Edith Segree,14341,
Anne Arundel,,House of Delegates,,Republican,Aris Allen,16951,TRUE
Anne Arundel,,House of Delegates,,Republican,Phillip Bissett,13321,
Anne Arundel,,House of Delegates,,Democratic,Joan Cadden,17201,TRUE
Anne Arundel,,House of Delegates,,Democratic,W. Ray Huff,14311,TRUE
Anne Arundel,,House of Delegates,,Democratic,Charles Kolodziejski,14230,TRUE
Anne Arundel,,House of Delegates,,Republican,Douglas Arnold,10415,
Anne Arundel,,House of Delegates,,Republican,Evelyn O. Kampmeyer,10732,
Anne Arundel,,House of Delegates,,Republican,James J. Riley,13420,
Anne Arundel,,House of Delegates,,Democratic,Tyras S. Athey,13535,TRUE
Anne Arundel,,House of Delegates,,Democratic,Patrick C. Scannello,14448,TRUE
Anne Arundel,,House of Delegates,,Democratic,Victor A. Sulin,13136,TRUE
Anne Arundel,,House of Delegates,,Democratic,Sabine N. Bosma,7733,
Anne Arundel,,House of Delegates,,Democratic,Bill Burlison,13199,
Anne Arundel,,House of Delegates,,Democratic,Marsha G. Perry,15123,TRUE
Anne Arundel,,House of Delegates,,Republican,Edwin E. Edel,10128,
Anne Arundel,,House of Delegates,,Republican,John G. Gary,15607,TRUE
Anne Arundel,,House of Delegates,,Republican,Elizabeth S. Smith,15861,TRUE
Harford,,House of Delegates,,Democratic,Rose Mary Hatem Bonsack,13373,TRUE
Harford,,House of Delegates,,Democratic,William H. Cox Jr.,10296,
Harford,,House of Delegates,,Democratic,Mary Louise Preis,13045,TRUE
Harford,,House of Delegates,,Republican,David R. Craig,12031,TRUE
Harford,,House of Delegates,,Republican,David M. Meadows,10069,
Harford,,House of Delegates,,Republican,Cecil W. Wood,9840,
Harford,,House of Delegates,,Democratic,Donald C. Fry,8791,TRUE
Harford,,House of Delegates,,Democratic,Joseph Lutz,7946,
Harford,,House of Delegates,,Republican,James M. Harkins,10122,TRUE
Harford,,House of Delegates,,Republican,Dorothy Polek Stancill,8594,
Cecil,,House of Delegates,,Democratic,Ethel Ann Murray,4692,TRUE
Caroline,,House of Delegates,,Democratic,Frances A. Ashley,383,
Caroline,,House of Delegates,,Democratic,Ronald A. Guns,382,TRUE
Caroline,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,436,TRUE
Caroline,,House of Delegates,,Republican,C. Ronald Franks,372,TRUE
Cecil,,House of Delegates,,Democratic,Frances A. Ashley,3256,
Cecil,,House of Delegates,,Democratic,Ronald A. Guns,5487,TRUE
Cecil,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,4487,TRUE
Cecil,,House of Delegates,,Republican,C. Ronald Franks,3171,TRUE
Kent,,House of Delegates,,Democratic,Frances A. Ashley,2331,
Kent,,House of Delegates,,Democratic,Ronald A. Guns,2807,TRUE
Kent,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,3672,TRUE
Kent,,House of Delegates,,Republican,C. Ronald Franks,1922,TRUE
Queen Anne's,,House of Delegates,,Democratic,Frances A. Ashley,3692,
Queen Anne's,,House of Delegates,,Democratic,Ronald A. Guns,3941,TRUE
Queen Anne's,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,4379,TRUE
Queen Anne's,,House of Delegates,,Republican,C. Ronald Franks,5075,TRUE
Talbot,,House of Delegates,,Democratic,Frances A. Ashley,576,
Talbot,,House of Delegates,,Democratic,Ronald A. Guns,651,TRUE
Talbot,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,756,TRUE
Talbot,,House of Delegates,,Republican,C. Ronald Franks,664,TRUE
Caroline,,House of Delegates,,Democratic,Don William Bradley,1361,
Caroline,,House of Delegates,,Democratic,Samuel Q. Johnson III,1466,TRUE
Caroline,,House of Delegates,,Democratic,Robert A. Thornton Jr.,3825,TRUE
Caroline,,House of Delegates,,Republican,Adelaide C. Eckardt,1444,
Caroline,,House of Delegates,,Republican,Kenneth D. Schisler,1772,TRUE
Dorchester,,House of Delegates,,Democratic,Don William Bradley,3791,
Dorchester,,House of Delegates,,Democratic,Samuel Q. Johnson III,4315,TRUE
Dorchester,,House of Delegates,,Democratic,Robert A. Thornton Jr.,3283,TRUE
Dorchester,,House of Delegates,,Republican,Adelaide C. Eckardt,3618,
Dorchester,,House of Delegates,,Republican,Kenneth D. Schisler,2481,TRUE
Talbot,,House of Delegates,,Democratic,Don William Bradley,2025,
Talbot,,House of Delegates,,Democratic,Samuel Q. Johnson III,2194,TRUE
Talbot,,House of Delegates,,Democratic,Robert A. Thornton Jr.,3296,TRUE
Talbot,,House of Delegates,,Republican,Adelaide C. Eckardt,2696,
Talbot,,House of Delegates,,Republican,Kenneth D. Schisler,5072,TRUE
Wicomico,,House of Delegates,,Democratic,Don William Bradley,2033,
Wicomico,,House of Delegates,,Democratic,Samuel Q. Johnson III,4828,TRUE
Wicomico,,House of Delegates,,Democratic,Robert A. Thornton Jr.,2076,TRUE
Wicomico,,House of Delegates,,Republican,Adelaide C. Eckardt,1801,
Wicomico,,House of Delegates,,Republican,Kenneth D. Schisler,1771,TRUE
Somerset,,House of Delegates,,Democratic,Bennett Bozman,3240,TRUE
Somerset,,House of Delegates,,Democratic,Norman H. Conway,3094,TRUE
Somerset,,House of Delegates,,Democratic,M. Kirk Daugherty,3066,TRUE
Somerset,,House of Delegates,,Democratic,J. Lowell Stoltzfus,3103,TRUE
Somerset,,House of Delegates,,Republican,C. Robert Welsh,1246,
Wicomico,,House of Delegates,,Democratic,Bennett Bozman,5520,TRUE
Wicomico,,House of Delegates,,Democratic,Norman H. Conway,8740,TRUE
Wicomico,,House of Delegates,,Democratic,M. Kirk Daugherty,4580,TRUE
Wicomico,,House of Delegates,,Democratic,J. Lowell Stoltzfus,6442,TRUE
Wicomico,,House of Delegates,,Republican,C. Robert Welsh,4508,
Worcester,,House of Delegates,,Democratic,Bennett Bozman,6464,TRUE
Worcester,,House of Delegates,,Democratic,Norman H. Conway,5706,TRUE
Worcester,,House of Delegates,,Democratic,M. Kirk Daugherty,4346,TRUE
Worcester,,House of Delegates,,Democratic,J. Lowell Stoltzfus,5018,TRUE
Worcester,,House of Delegates,,Republican,C. Robert Welsh,3863,
Baltimore City,,House of Delegates,,Democratic,Elijah Cummings,6369,TRUE
Baltimore City,,House of Delegates,,Democratic,John D. Jefferies,5659,TRUE
Baltimore City,,House of Delegates,,Democratic,Ruth M. Kirk,5989,TRUE
Baltimore City,,House of Delegates,,Democratic,Tony E. Fulton,7840,TRUE
Baltimore City,,House of Delegates,,Democratic,Salima Siler Marriott,6841,TRUE
Baltimore City,,House of Delegates,,Democratic,Howard P. Rawlings,7992,TRUE
Baltimore City,,House of Delegates,,Democratic,Frank D. Boston Jr.,8771,TRUE
Baltimore City,,House of Delegates,,Democratic,Margaret H. Murphy,10277,TRUE
Baltimore City,,House of Delegates,,Democratic,Samuel M. Parham,8677,TRUE
Baltimore City,,House of Delegates,,Democratic,James W. Campbell,12477,TRUE
Baltimore City,,House of Delegates,,Democratic,Delores G. Kelley,11949,TRUE
Baltimore City,,House of Delegates,,Democratic,Samuel I. Sandy Rosenberg,12633,TRUE
Baltimore City,,House of Delegates,,Democratic,Gerald J. Curran,11075,TRUE
Baltimore City,,House of Delegates,,Democratic,Ann Marie Doory,11914,TRUE
Baltimore City,,House of Delegates,,Democratic,Henry R. Hergenroeder Jr.,11409,TRUE
Baltimore City,,House of Delegates,,Republican,Robert T. Menas,6955,
Baltimore City,,House of Delegates,,Democratic,Curtis Anderson,10950,TRUE
Baltimore City,,House of Delegates,,Democratic,Kenneth C. Montague Jr.,10536,TRUE
Baltimore City,,House of Delegates,,Democratic,Anne Scarlett Perkins,10881,TRUE
Baltimore City,,House of Delegates,,Republican,Duane Frazier,3180,
Baltimore City,,House of Delegates,,Democratic,Clarence Davis,6875,TRUE
Baltimore City,,House of Delegates,,Democratic,John Douglass,7316,TRUE
Baltimore City,,House of Delegates,,Democratic,Hattie N. Harrison,7079,TRUE
Baltimore City,,House of Delegates,,Republican,Peggy Monaghan,728,
Baltimore City,,House of Delegates,,Republican,Ronald Mumin Owens-Bey,781,
Baltimore City,,House of Delegates,,Democratic,Anthony M. DiPietro Jr.,9233,TRUE
Baltimore City,,House of Delegates,,Democratic,Cornell N. Dypski,9122,TRUE
Baltimore City,,House of Delegates,,Democratic,Carolyn Krysiak,8593,TRUE
Baltimore City,,House of Delegates,,Democratic,R. Charles Avara,6395,TRUE
Baltimore City,,House of Delegates,,Democratic,Brian K. McHale,6413,TRUE
Baltimore City,,House of Delegates,,Democratic,Paul E. Weisengoff,6377,TRUE
Baltimore City,,House of Delegates,,Republican,Michael Luther Burgess,2209,
Wicomico,,Judge of the Circuit Court,,Democratic,Richard D. Warren,11288,TRUE
Wicomico,,Judge of the Circuit Court,,Republican,Richard D. Warren,11288,TRUE
Worcester,,Judge of the Circuit Court,,Democratic,Thomas C. Groton III,6065,TRUE
Worcester,,Judge of the Circuit Court,,Republican,Thomas C. Groton III,6065,TRUE
Queen Anne's,,Judge of the Circuit Court,,Democratic,John W. Sause Jr.,5056,TRUE
Queen Anne's,,Judge of the Circuit Court,,Republican,John W. Sause Jr.,5056,TRUE
Talbot,,Judge of the Circuit Court,,Democratic,William S. Horne,5728,TRUE
Talbot,,Judge of the Circuit Court,,Republican,William S. Horne,5728,TRUE
Baltimore,,Judge of the Circuit Court,,Democratic,Alfred L. Brennan Sr.,65119,TRUE
Baltimore,,Judge of the Circuit Court,,Democratic,Barbara Kerr Howe,62501,TRUE
Baltimore,,Judge of the Circuit Court,,Republican,Alfred L. Brennan Sr.,65119,TRUE
Baltimore,,Judge of the Circuit Court,,Republican,Barbara Kerr Howe,62501,TRUE
Harford,,Judge of the Circuit Court,,Democratic,Stephen M. Waldron,28418,TRUE
Harford,,Judge of the Circuit Court,,Republican,Stephen M. Waldron,28418,TRUE
Anne Arundel,,Judge of the Circuit Court,,Democratic,Warren B. Duckett Jr.,79094,TRUE
Anne Arundel,,Judge of the Circuit Court,,Democratic,Lawrence H. Rushworth,57543,TRUE
Anne Arundel,,Judge of the Circuit Court,,Republican,Warren B. Duckett Jr.,79094,TRUE
Anne Arundel,,Judge of the Circuit Court,,Republican,Lawrence H. Rushworth,57543,TRUE
Carroll,,Judge of the Circuit Court,,Democratic,Raymond E. Beck Sr.,25310,TRUE
Carroll,,Judge of the Circuit Court,,Republican,Raymond E. Beck Sr.,25310,TRUE
Howard,,Judge of the Circuit Court,,Democratic,James B. Dudley,36430,TRUE
Howard,,Judge of the Circuit Court,,Republican,James B. Dudley,36430,TRUE
Montgomery,,Judge of the Circuit Court,,Democratic,Vincent E. Ferretti Jr.,118134,TRUE
Montgomery,,Judge of the Circuit Court,,Democratic,Paul A. McGuckian,114260,TRUE
Montgomery,,Judge of the Circuit Court,,Democratic,John J. Mitchell,119027,TRUE
Montgomery,,Judge of the Circuit Court,,Republican,Vincent E. Ferretti Jr.,118134,TRUE
Montgomery,,Judge of the Circuit Court,,Republican,Paul A. McGuckian,114260,TRUE
Montgomery,,Judge of the Circuit Court,,Republican,John J. Mitchell,119027,TRUE
Calvert,,Judge of the Circuit Court,,Democratic,Thomas A. Rymer,7413,TRUE
Calvert,,Judge of the Circuit Court,,Republican,Thomas A. Rymer,7413,TRUE
Charles,,Judge of the Circuit Court,,Democratic,Robert C. Nalley,12010,TRUE
Charles,,Judge of the Circuit Court,,Republican,Robert C. Nalley,12010,TRUE
Prince George's,,Judge of the Circuit Court,,Democratic,James Patrick Salmon,46274,TRUE
Prince George's,,Judge of the Circuit Court,,Republican,James Patrick Salmon,46274,TRUE
St. Mary's,,Judge of the Circuit Court,,Democratic,Marvin S. Kaminetz,7988,TRUE
St. Mary's,,Judge of the Circuit Court,,Republican,Marvin S. Kaminetz,7988,TRUE
Baltimore City,,Judge of the Circuit Court,,Democratic,Ellen L. Hollander,62425,TRUE
Baltimore City,,Judge of the Circuit Court,,Democratic,Richard T. Rombro,55351,TRUE
Baltimore City,,Judge of the Circuit Court,,Democratic,John C. Themelis,53885,TRUE
Baltimore City,,Judge of the Circuit Court,,Republican,Ellen L. Hollander,62425,TRUE
Baltimore City,,Judge of the Circuit Court,,Republican,Richard T. Rombro,55351,TRUE
Baltimore City,,Judge of the Circuit Court,,Republican,John C. Themelis,53885,TRUE
Baltimore,,Judge of the Circuit Court,,,For,66429,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,24049,
Harford,,Judge of the Circuit Court,,,For,26102,TRUE
Harford,,Judge of the Circuit Court,,,Against,6544,
Allegany,,Judge of the Circuit Court,,,For,6910,TRUE
Allegany,,Judge of the Circuit Court,,,Against,2497,
Anne Arundel,,Judge of the Circuit Court,,,For,69123,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,20089,
Baltimore City,,Judge of the Circuit Court,,,For,48137,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,12640,
Baltimore,,Judge of the Circuit Court,,,For,63988,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,23573,
Calvert,,Judge of the Circuit Court,,,For,4816,TRUE
Calvert,,Judge of the Circuit Court,,,Against,1431,
Caroline,,Judge of the Circuit Court,,,For,1596,TRUE
Caroline,,Judge of the Circuit Court,,,Against,524,
Carroll,,Judge of the Circuit Court,,,For,17101,TRUE
Carroll,,Judge of the Circuit Court,,,Against,3951,
Cecil,,Judge of the Circuit Court,,,For,4290,TRUE
Cecil,,Judge of the Circuit Court,,,Against,1401,
Charles,,Judge of the Circuit Court,,,For,8075,TRUE
Charles,,Judge of the Circuit Court,,,Against,2277,
Dorchester,,Judge of the Circuit Court,,,For,2032,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,789,
Frederick,,Judge of the Circuit Court,,,For,11124,TRUE
Frederick,,Judge of the Circuit Court,,,Against,2864,
Garrett,,Judge of the Circuit Court,,,For,2104,TRUE
Garrett,,Judge of the Circuit Court,,,Against,1058,
Harford,,Judge of the Circuit Court,,,For,25687,TRUE
Harford,,Judge of the Circuit Court,,,Against,6482,
Howard,,Judge of the Circuit Court,,,For,32327,TRUE
Howard,,Judge of the Circuit Court,,,Against,6635,
Kent,,Judge of the Circuit Court,,,For,1420,TRUE
Kent,,Judge of the Circuit Court,,,Against,512,
Montgomery,,Judge of the Circuit Court,,,For,118645,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,18348,
Prince George's,,Judge of the Circuit Court,,,For,49219,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,13096,
Queen Anne's,,Judge of the Circuit Court,,,For,2900,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,856,
St. Mary's,,Judge of the Circuit Court,,,For,5395,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,1557,
Somerset,,Judge of the Circuit Court,,,For,1390,TRUE
Somerset,,Judge of the Circuit Court,,,Against,409,
Talbot,,Judge of the Circuit Court,,,For,2961,TRUE
Talbot,,Judge of the Circuit Court,,,Against,592,
Washington,,Judge of the Circuit Court,,,For,10896,TRUE
Washington,,Judge of the Circuit Court,,,Against,3986,
Wicomico,,Judge of the Circuit Court,,,For,7086,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,1895,
Worcester,,Judge of the Circuit Court,,,For,4189,TRUE
Worcester,,Judge of the Circuit Court,,,Against,848,
Caroline,,Judge of the Circuit Court,,,For,1575,TRUE
Caroline,,Judge of the Circuit Court,,,Against,528,
Cecil,,Judge of the Circuit Court,,,For,4121,TRUE
Cecil,,Judge of the Circuit Court,,,Against,1409,
Dorchester,,Judge of the Circuit Court,,,For,1990,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,799,
Kent,,Judge of the Circuit Court,,,For,1408,TRUE
Kent,,Judge of the Circuit Court,,,Against,504,
Queen Anne's,,Judge of the Circuit Court,,,For,2880,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,861,
Somerset,,Judge of the Circuit Court,,,For,1373,TRUE
Somerset,,Judge of the Circuit Court,,,Against,516,
Talbot,,Judge of the Circuit Court,,,For,2883,TRUE
Talbot,,Judge of the Circuit Court,,,Against,584,
Wicomico,,Judge of the Circuit Court,,,For,7509,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,1908,
Worcester,,Judge of the Circuit Court,,,For,5040,TRUE
Worcester,,Judge of the Circuit Court,,,Against,1064,
