county,precinct,office,district,party,candidate,votes,winner
Montgomery,,State Senator,,Democratic,James P. Mundy,7427,
Montgomery,,State Senator,,Republican,Christopher J. McCabe,6943,TRUE
Montgomery,,State Senator,,Democratic,Laurence Levitan,16616,
Montgomery,,State Senator,,Republican,Jean W. Roesser,20272,TRUE
Montgomery,,State Senator,,Democratic,Brian E. Frosh,25292,TRUE
Montgomery,,State Senator,,Republican,Daniel J. Cronin,14377,
Montgomery,,State Senator,,Democratic,Jennie M. Forehand,19194,TRUE
Montgomery,,State Senator,,Democratic,Lih Y. Young,430,
Montgomery,,State Senator,,Democratic,Christopher Van Hollen,21669,TRUE
Montgomery,,State Senator,,Republican,Albert E. Bullock,10231,
Montgomery,,State Senator,,Independent,Mark Merritt Spradley,66,
Montgomery,,State Senator,,Democratic,Leonard H. Teitelbaum,22630,TRUE
Montgomery,,State Senator,,Republican,Lynn Siguenza,12569,
Montgomery,,State Senator,,Democratic,Ida G. Ruben,18353,TRUE
Montgomery,,State Senator,,Republican,John C. Leahy,7848,
Prince George's,,State Senator,,Democratic,Arthur Dorman,12801,TRUE
Prince George's,,State Senator,,Republican,Herman B. Bouma,6932,
Prince George's,,State Senator,,Democratic,Paul G. Pinsky,11713,TRUE
Prince George's,,State Senator,,Republican,John A. Schaffer,6849,
Prince George's,,State Senator,,Democratic,Leo E. Green,23606,TRUE
Prince George's,,State Senator,,Democratic,Decatur W. Trotter,15725,TRUE
Prince George's,,State Senator,,Democratic,Ulysses Currie,16019,TRUE
Prince George's,,State Senator,,Democratic,Gloria Lawlah,17590,TRUE
Prince George's,,State Senator,,Republican,Mary Bell G. Shepherd,5321,
Anne Arundel,,State Senator,,Democratic,Thomas V. Mike Miller Jr.,2078,TRUE
Anne Arundel,,State Senator,,Republican,Joan Austin,1510,
Calvert,,State Senator,,Democratic,Thomas V. Mike Miller Jr.,3938,TRUE
Calvert,,State Senator,,Republican,Joan Austin,3212,
Prince George's,,State Senator,,Democratic,Thomas V. Mike Miller Jr.,15683,TRUE
Prince George's,,State Senator,,Republican,Joan Austin,5424,
Charles,,State Senator,,Democratic,Thomas McLain Middleton,14195,TRUE
Charles,,State Senator,,Republican,James Easter,10804,
Calvert,,State Senator,,Democratic,Roy Dyson,4884,TRUE
Calvert,,State Senator,,Republican,James Manning McKay,5075,
St. Mary's,,State Senator,,Democratic,Roy Dyson,11776,TRUE
St. Mary's,,State Senator,,Republican,James Manning McKay,7603,
Anne Arundel,,State Senator,,Democratic,John C. Astle,18631,TRUE
Anne Arundel,,State Senator,,Republican,Mary McNally Rose,17613,
Anne Arundel,,State Senator,,Democratic,Philip C. Jimeno,19518,TRUE
Anne Arundel,,State Senator,,Republican,Nancy M. Schrum,13402,
Anne Arundel,,State Senator,,Democratic,Michael J. Wagner,13086,
Anne Arundel,,State Senator,,Republican,Edward Middlebrooks,14055,TRUE
Anne Arundel,,State Senator,,Republican,John A. Cade,27817,TRUE
Harford,,State Senator,,Democratic,Habern Freeman,14676,
Harford,,State Senator,,Republican,David R. Craig,17444,TRUE
Cecil,,State Senator,,Democratic,William H. Amoss,5206,TRUE
Cecil,,State Senator,,Republican,Gwendalynne G. Corkran,3071,
Cecil,,State Senator,,Independent,Catharine Wilson,282,
Harford,,State Senator,,Democratic,William H. Amoss,14787,TRUE
Harford,,State Senator,,Republican,Gwendalynne G. Corkran,10174,
Harford,,State Senator,,Independent,Catharine Wilson,3203,
Caroline,,State Senator,,Democratic,Walter M. Baker,423,TRUE
Caroline,,State Senator,,Democratic,Janice L. Graham,1,
Cecil,,State Senator,,Democratic,Walter M. Baker,5986,TRUE
Cecil,,State Senator,,Democratic,Janice L. Graham,84,
Kent,,State Senator,,Democratic,Walter M. Baker,4503,TRUE
Kent,,State Senator,,Democratic,Janice L. Graham,132,
Queen Anne's,,State Senator,,Democratic,Walter M. Baker,6103,TRUE
Queen Anne's,,State Senator,,Democratic,Janice L. Graham,82,
Talbot,,State Senator,,Democratic,Walter M. Baker,966,TRUE
Talbot,,State Senator,,Democratic,Janice L. Graham,3,
Caroline,,State Senator,,Democratic,Samuel Q. Johnson III,1953,
Caroline,,State Senator,,Republican,Richard F. Colburn,3615,TRUE
Dorchester,,State Senator,,Democratic,Samuel Q. Johnson III,3895,
Dorchester,,State Senator,,Republican,Richard F. Colburn,4606,TRUE
Talbot,,State Senator,,Democratic,Samuel Q. Johnson III,2101,
Talbot,,State Senator,,Republican,Richard F. Colburn,5715,TRUE
Wicomico,,State Senator,,Democratic,Samuel Q. Johnson III,5378,
Wicomico,,State Senator,,Republican,Richard F. Colburn,2288,TRUE
Somerset,,State Senator,,Democratic,Dennis C. Donaldson,1170,
Somerset,,State Senator,,Republican,J. Lowell Stoltzfus,5014,TRUE
Wicomico,,State Senator,,Democratic,Dennis C. Donaldson,4255,
Wicomico,,State Senator,,Republican,J. Lowell Stoltzfus,9106,TRUE
Worcester,,State Senator,,Democratic,Dennis C. Donaldson,5369,
Worcester,,State Senator,,Republican,J. Lowell Stoltzfus,7663,TRUE
Montgomery,,State Senator,,Democratic,Gene W. Counihan,13072,
Montgomery,,State Senator,,Republican,Patrick J. Hogan,15101,TRUE
Baltimore City,,State Senator,,Democratic,Ralph M. Hughes,15133,TRUE
Baltimore City,,State Senator,,Republican,Melvin Stubbs,882,
Baltimore City,,State Senator,,Democratic,Clarence W. Blount,15902,TRUE
Baltimore City,,State Senator,,Democratic,Barbara A. Hoffman,15514,TRUE
Baltimore City,,State Senator,,Republican,J. Gary Lee,4151,
Baltimore,,State Senator,,Democratic,Barbara A. Hoffman,6737,TRUE
Baltimore,,State Senator,,Republican,J. Gary Lee,3238,
Baltimore City,,State Senator,,Democratic,John A. Pica Jr.,18374,TRUE
Baltimore City,,State Senator,,Democratic,Larry Young,10460,TRUE
Baltimore City,,State Senator,,Democratic,Nathaniel James McFadden,12568,TRUE
Baltimore City,,State Senator,,Democratic,Perry Sfikas,11953,TRUE
Baltimore,,State Senator,,Democratic,Perry Sfikas,1625,TRUE
Baltimore City,,State Senator,,Democratic,George W. Della,8436,TRUE
Baltimore City,,State Senator,,Republican,John A. Hoffman,2044,
Baltimore,,State Senator,,Democratic,George W. Della,4139,TRUE
Baltimore,,State Senator,,Republican,John A. Hoffman,5720,
Allegany,,House of Delegates,,Republican,George C. Edwards,1352,TRUE
Garrett,,House of Delegates,,Republican,George C. Edwards,6803,TRUE
Allegany,,House of Delegates,,Democratic,Betty Workman,7050,TRUE
Allegany,,House of Delegates,,Republican,Stephen P. Crossland,3204,
Allegany,,House of Delegates,,Democratic,Casper R. Taylor Jr.,5928,TRUE
Washington,,House of Delegates,,Democratic,Richard E. Roulette,3358,
Washington,,House of Delegates,,Republican,Robert A. McKee,6085,TRUE
Washington,,House of Delegates,,Democratic,Bruce Poole,4219,TRUE
Washington,,House of Delegates,,Republican,Richard D. Wiles,4143,
Washington,,House of Delegates,,Democratic,John P. Donoghue,4013,TRUE
Washington,,House of Delegates,,Republican,Bertrand Iseminger,3027,
Washington,,House of Delegates,,Democratic,Eugene E. Morris,9,
Frederick,,House of Delegates,,Democratic,Sue Hecht,10319,TRUE
Frederick,,House of Delegates,,Democratic,Royd Smith,9118,
Frederick,,House of Delegates,,Democratic,Ronald L. Sundergill,10175,
Frederick,,House of Delegates,,Republican,Melvin L. Castle,9568,
Frederick,,House of Delegates,,Republican,Louise V. Snodgrass,10948,TRUE
Frederick,,House of Delegates,,Republican,J. Anita Stup,16297,TRUE
Washington,,House of Delegates,,Democratic,Sue Hecht,2381,TRUE
Washington,,House of Delegates,,Democratic,Royd Smith,1692,
Washington,,House of Delegates,,Democratic,Ronald L. Sundergill,2291,
Washington,,House of Delegates,,Republican,Melvin L. Castle,2659,
Washington,,House of Delegates,,Republican,Louise V. Snodgrass,3123,TRUE
Washington,,House of Delegates,,Republican,J. Anita Stup,3965,TRUE
Frederick,,House of Delegates,,Democratic,Thomas H. Hattery,9900,
Frederick,,House of Delegates,,Democratic,Thomas Gordon Slater,5785,
Frederick,,House of Delegates,,Republican,David R. Brinkley,12296,TRUE
Frederick,,House of Delegates,,Republican,Paul S. Stull,11789,TRUE
Carroll,,House of Delegates,,Democratic,Donald B. Elliott,6073,TRUE
Carroll,,House of Delegates,,Democratic,Roy Pfeiffer,1201,
Frederick,,House of Delegates,,Democratic,Donald B. Elliott,1330,TRUE
Frederick,,House of Delegates,,Democratic,Roy Pfeiffer,849,
Carroll,,House of Delegates,,Democratic,Philip R. Deitchman,6792,
Carroll,,House of Delegates,,Democratic,Richard N. Dixon,19674,TRUE
Carroll,,House of Delegates,,Democratic,Nancy Reter Stocksdale,22705,TRUE
Carroll,,House of Delegates,,Democratic,Ellen Leahy Willis,11748,
Carroll,,House of Delegates,,Republican,W. David Blair,17819,
Carroll,,House of Delegates,,Republican,Joseph M. Getty,18544,TRUE
Baltimore,,House of Delegates,,Democratic,Diane DeCarlo,10690,TRUE
Baltimore,,House of Delegates,,Democratic,E. Farrell Maddox,10473,
Baltimore,,House of Delegates,,Democratic,Michael H. Weir,10452,TRUE
Baltimore,,House of Delegates,,Republican,Michael J. Davis,8745,
Baltimore,,House of Delegates,,Republican,Nancy Hastings,9677,
Baltimore,,House of Delegates,,Republican,Kenneth Holt,10152,TRUE
Harford,,House of Delegates,,Democratic,Diane DeCarlo,755,TRUE
Harford,,House of Delegates,,Democratic,E. Farrell Maddox,662,
Harford,,House of Delegates,,Democratic,Michael H. Weir,802,TRUE
Harford,,House of Delegates,,Republican,Michael J. Davis,1112,
Harford,,House of Delegates,,Republican,Nancy Hastings,1369,
Harford,,House of Delegates,,Republican,Kenneth Holt,1547,TRUE
Baltimore,,House of Delegates,,Democratic,John S. Arnick,14469,TRUE
Baltimore,,House of Delegates,,Democratic,Joseph Minnick,15880,TRUE
Baltimore,,House of Delegates,,Democratic,Jacob J. Mohorovic Jr.,16059,TRUE
Baltimore,,House of Delegates,,Republican,Jacqueline W. Madison,9149,
Baltimore,,House of Delegates,,Republican,Robert J. Parsons,7628,
Baltimore City,,House of Delegates,,Democratic,John G. Disney,648,
Baltimore City,,House of Delegates,,Democratic,Katherine Klausmeier,851,TRUE
Baltimore City,,House of Delegates,,Democratic,Daniel E. McKew,678,
Baltimore City,,House of Delegates,,Republican,Calvin Clemons,620,
Baltimore City,,House of Delegates,,Republican,James F. Ports Jr.,594,TRUE
Baltimore City,,House of Delegates,,Republican,Alfred W. Redmer Jr.,656,TRUE
Baltimore,,House of Delegates,,Democratic,John G. Disney,11238,
Baltimore,,House of Delegates,,Democratic,Katherine Klausmeier,16645,TRUE
Baltimore,,House of Delegates,,Democratic,Daniel E. McKew,12253,
Baltimore,,House of Delegates,,Republican,Calvin Clemons,13376,
Baltimore,,House of Delegates,,Republican,James F. Ports Jr.,14650,TRUE
Baltimore,,House of Delegates,,Republican,Alfred W. Redmer Jr.,15717,TRUE
Baltimore,,House of Delegates,,Democratic,Shelley Buckingham,7829,
Baltimore,,House of Delegates,,Democratic,Raymond A. Huber,5823,
Baltimore,,House of Delegates,,Republican,A. Wade Kach,18734,TRUE
Baltimore,,House of Delegates,,Republican,Martha Scanlan Klima,19927,TRUE
Baltimore,,House of Delegates,,Democratic,Stephen W. Lafferty,5823,
Baltimore,,House of Delegates,,Republican,James M. Kelly,7343,TRUE
Baltimore City,,House of Delegates,,Democratic,Clifford H. Andrews,336,
Baltimore City,,House of Delegates,,Democratic,Emmett C. Burns Jr.,4206,TRUE
Baltimore City,,House of Delegates,,Democratic,Shirley Nathan-Pulliam,4368,TRUE
Baltimore City,,House of Delegates,,Democratic,Joan N. Parker,4069,TRUE
Baltimore City,,House of Delegates,,Republican,Beverly E. Goldstein,387,
Baltimore City,,House of Delegates,,Republican,Clifton McDonald,324,
Baltimore,,House of Delegates,,Democratic,Clifford H. Andrews,3703,
Baltimore,,House of Delegates,,Democratic,Emmett C. Burns Jr.,13431,TRUE
Baltimore,,House of Delegates,,Democratic,Shirley Nathan-Pulliam,13043,TRUE
Baltimore,,House of Delegates,,Democratic,Joan N. Parker,12850,TRUE
Baltimore,,House of Delegates,,Republican,Beverly E. Goldstein,5148,
Baltimore,,House of Delegates,,Republican,Clifton McDonald,3997,
Baltimore,,House of Delegates,,Democratic,Michael J. Finifter,20489,TRUE
Baltimore,,House of Delegates,,Democratic,Robert Frank,18359,TRUE
Baltimore,,House of Delegates,,Democratic,Dan K. Morhaim,18952,TRUE
Baltimore,,House of Delegates,,Republican,Michael Buchanan,17915,
Baltimore,,House of Delegates,,Republican,Christian Cavey,14638,
Baltimore,,House of Delegates,,Republican,Jodi L. Hammerman,15744,
Baltimore,,House of Delegates,,Democratic,James E. Malone Jr.,8332,TRUE
Baltimore,,House of Delegates,,Democratic,Kenneth H. Masters,7249,
Baltimore,,House of Delegates,,Republican,Donald Drehoff,7355,
Baltimore,,House of Delegates,,Republican,Donald E. Murphy,8042,TRUE
Howard,,House of Delegates,,Democratic,James E. Malone Jr.,1380,TRUE
Howard,,House of Delegates,,Democratic,Kenneth H. Masters,1278,
Howard,,House of Delegates,,Republican,Donald Drehoff,2241,
Howard,,House of Delegates,,Republican,Donald E. Murphy,2298,TRUE
Howard,,House of Delegates,,Democratic,Elizabeth Bobo,7887,TRUE
Howard,,House of Delegates,,Republican,Charles E. Scott,5535,
Howard,,House of Delegates,,Democratic,Shane Pendergrass,12235,TRUE
Howard,,House of Delegates,,Democratic,Frank S. Turner,10829,TRUE
Howard,,House of Delegates,,Republican,Michael Grasso,10100,
Howard,,House of Delegates,,Republican,Kenneth Miller,7096,
Howard,,House of Delegates,,Independent,Arthur Reynolds,4467,
Howard,,House of Delegates,,Democratic,John Giannetti Jr.,723,
Howard,,House of Delegates,,Republican,John S. Morgan,1347,TRUE
Prince George's,,House of Delegates,,Democratic,John Giannetti Jr.,2378,
Prince George's,,House of Delegates,,Republican,John S. Morgan,2820,TRUE
Montgomery,,House of Delegates,,Democratic,Sandra J. Morse,5739,
Montgomery,,House of Delegates,,Republican,Patricia Anne Faulkner,6210,TRUE
Howard,,House of Delegates,,Democratic,Andrew D. Levy,9796,
Howard,,House of Delegates,,Democratic,Carolyn H. Willis,9845,
Howard,,House of Delegates,,Republican,Robert L. Flanagan,17129,TRUE
Howard,,House of Delegates,,Republican,Robert H. Kittleman,17005,TRUE
Montgomery,,House of Delegates,,Democratic,Andrew D. Levy,977,
Montgomery,,House of Delegates,,Democratic,Carolyn H. Willis,886,
Montgomery,,House of Delegates,,Republican,Robert L. Flanagan,1025,TRUE
Montgomery,,House of Delegates,,Republican,Robert H. Kittleman,970,TRUE
Montgomery,,House of Delegates,,Democratic,Elizabeth Tookie Gentilcore,15325,
Montgomery,,House of Delegates,,Democratic,Stuart D. Schooler,15882,
Montgomery,,House of Delegates,,Democratic,Mark K. Shriver,20696,TRUE
Montgomery,,House of Delegates,,Republican,Jean Cryor,18804,TRUE
Montgomery,,House of Delegates,,Republican,Richard La Vay,17214,TRUE
Montgomery,,House of Delegates,,Republican,Davis M. Richardson,15847,
Montgomery,,House of Delegates,,Democratic,Gilbert J. Genn,24285,TRUE
Montgomery,,House of Delegates,,Democratic,Marilyn Goldwater,24180,TRUE
Montgomery,,House of Delegates,,Democratic,Nancy K. Kopp,25038,TRUE
Montgomery,,House of Delegates,,Republican,Augustus Alzona,13289,
Montgomery,,House of Delegates,,Republican,Douglas M. Brown,13872,
Montgomery,,House of Delegates,,Republican,Brian Riley,14818,
Montgomery,,House of Delegates,,Democratic,Kumar P. Barve,15978,TRUE
Montgomery,,House of Delegates,,Democratic,Michael R. Gordon,18154,TRUE
Montgomery,,House of Delegates,,Democratic,Cheryl C. Kagan,17081,TRUE
Montgomery,,House of Delegates,,Republican,Harrison W. Fox Jr.,12709,TRUE
Montgomery,,House of Delegates,,Democratic,Leon G. Billings,19399,TRUE
Montgomery,,House of Delegates,,Democratic,Sharon Grosfeld,20108,TRUE
Montgomery,,House of Delegates,,Democratic,John Adams Hurson,19326,TRUE
Montgomery,,House of Delegates,,Republican,James Daniel Grazko,10222,
Montgomery,,House of Delegates,,Republican,Eric H. Myrland,9418,
Montgomery,,House of Delegates,,Republican,Socrates Yakoumatos,8947,
Montgomery,,House of Delegates,,Other,Scott Becker,2323,
Montgomery,,House of Delegates,,Democratic,Henry B. Heller,20939,TRUE
Montgomery,,House of Delegates,,Democratic,Adrienne A. Mandel,20193,TRUE
Montgomery,,House of Delegates,,Democratic,Carol S. Petzold,20160,TRUE
Montgomery,,House of Delegates,,Republican,John P. Hewitt,13752,
Montgomery,,House of Delegates,,Republican,Anthony M. Mora,12146,
Montgomery,,House of Delegates,,Republican,Richard G. Solomon,14074,
Montgomery,,House of Delegates,,Democratic,Dana Lee Dembrow,19679,TRUE
Montgomery,,House of Delegates,,Democratic,Peter Franchot,18854,TRUE
Montgomery,,House of Delegates,,Democratic,James Harrison,8248,
Montgomery,,House of Delegates,,Democratic,Sheila Ellis Hixson,19423,TRUE
Prince George's,,House of Delegates,,Democratic,Barbara Frush,12109,TRUE
Prince George's,,House of Delegates,,Democratic,Pauline H. Menes,13207,TRUE
Prince George's,,House of Delegates,,Democratic,James C. Rosapepe,12725,TRUE
Prince George's,,House of Delegates,,Republican,Herbert F. Frymark,7554,
Prince George's,,House of Delegates,,Democratic,Anne Healey,8475,TRUE
Prince George's,,House of Delegates,,Democratic,Richard A. Palumbo,9246,TRUE
Prince George's,,House of Delegates,,Republican,William Anthony McConkey,5584,
Prince George's,,House of Delegates,,Republican,Keith L. Poptanich,3989,
Prince George's,,House of Delegates,,Democratic,Rushern L. Baker III,3244,TRUE
Prince George's,,House of Delegates,,Democratic,Mary A. Conroy,21435,TRUE
Prince George's,,House of Delegates,,Democratic,Theodore W. Henderson,9862,
Prince George's,,House of Delegates,,Democratic,James W. Hubbard,18978,
Prince George's,,House of Delegates,,Democratic,Joan Breslin Pitkin,20930,TRUE
Prince George's,,House of Delegates,,Republican,D. Alfred Schauer,10267,
Prince George's,,House of Delegates,,Republican,Paul Tucker,10140,
Prince George's,,House of Delegates,,Democratic,Joanne C. Benson,15086,TRUE
Prince George's,,House of Delegates,,Democratic,Nathaniel Exum,15057,TRUE
Prince George's,,House of Delegates,,Democratic,Carolyn J. B. Howard,14708,TRUE
Prince George's,,House of Delegates,,Democratic,Michael A. Crumlin,14281,TRUE
Prince George's,,House of Delegates,,Democratic,Dereck Davis,14509,TRUE
Prince George's,,House of Delegates,,Democratic,Brenda Bethea Hughes,14728,TRUE
Prince George's,,House of Delegates,,Democratic,C. Anthony Muse,17807,TRUE
Prince George's,,House of Delegates,,Democratic,Obie Patterson,16483,TRUE
Prince George's,,House of Delegates,,Democratic,David M. Valderrama,17206,TRUE
Prince George's,,House of Delegates,,Republican,Max L. Buff,4814,
Prince George's,,House of Delegates,,Republican,Claude W. Roxborough,4612,
Prince George's,,House of Delegates,,Republican,Erich H. Schmidt,4215,
Prince George's,,House of Delegates,,Democratic,James E. Proctor Jr.,13747,
Prince George's,,House of Delegates,,Democratic,Joseph F. Vallario Jr.,14434,TRUE
Prince George's,,House of Delegates,,Republican,Elmer L. Smith,5413,
Prince George's,,House of Delegates,,Republican,James A. Woods,6703,
Anne Arundel,,House of Delegates,,Democratic,George W. Owings III,2228,TRUE
Anne Arundel,,House of Delegates,,Republican,Edward B. Finch,1386,
Calvert,,House of Delegates,,Democratic,George W. Owings III,4809,TRUE
Calvert,,House of Delegates,,Republican,Edward B. Finch,2997,
Charles,,House of Delegates,,Democratic,Ruth Ann Hall,11176,
Charles,,House of Delegates,,Democratic,Thomas E. Hutchins,11507,TRUE
Charles,,House of Delegates,,Democratic,Samuel C. Linton,11993,TRUE
Charles,,House of Delegates,,Democratic,Van T. Mitchell,12289,TRUE
Charles,,House of Delegates,,Republican,Adam M. O'Kelley,10295,
Charles,,House of Delegates,,Republican,Gerald Schuster,11416,
St. Mary's,,House of Delegates,,Democratic,John F. Wood Jr.,5739,
St. Mary's,,House of Delegates,,Republican,Donald Lee O'Neal,3083,
St. Mary's,,House of Delegates,,Republican,John F. Slade III,5228,TRUE
Calvert,,House of Delegates,,Democratic,Thomas Michael Pelagatti,5176,
Calvert,,House of Delegates,,Republican,Anthony J. O'Donnell,5146,TRUE
St. Mary's,,House of Delegates,,Democratic,Thomas Michael Pelagatti,631,
St. Mary's,,House of Delegates,,Republican,Anthony J. O'Donnell,693,TRUE
Anne Arundel,,House of Delegates,,Democratic,Michael E. Busch,18709,TRUE
Anne Arundel,,House of Delegates,,Democratic,Virginia P. Clagett,18254,TRUE
Anne Arundel,,House of Delegates,,Democratic,John C. Eldridge Jr.,13320,
Anne Arundel,,House of Delegates,,Republican,Joan Beck,15974,
Anne Arundel,,House of Delegates,,Republican,Phillip Bissett,18330,TRUE
Anne Arundel,,House of Delegates,,Republican,Ralph C. Rocky Rosacker,16299,
Anne Arundel,,House of Delegates,,Democratic,Joan Cadden,16492,TRUE
Anne Arundel,,House of Delegates,,Democratic,W. Ray Huff,14203,
Anne Arundel,,House of Delegates,,Democratic,C. Stokes Kolodziejski,13176,
Anne Arundel,,House of Delegates,,Republican,Douglas Arnold,3586,
Anne Arundel,,House of Delegates,,Republican,John R. Leopold,19960,TRUE
Anne Arundel,,House of Delegates,,Republican,Victoria L. Schade,14801,TRUE
Anne Arundel,,House of Delegates,,Democratic,Thomas H. Dixon III,11002,
Anne Arundel,,House of Delegates,,Democratic,Mary Ann Love,12414,TRUE
Anne Arundel,,House of Delegates,,Democratic,Victor A. Sulin,11872,
Anne Arundel,,House of Delegates,,Republican,Michael W. Burns,12883,TRUE
Anne Arundel,,House of Delegates,,Republican,James E. Rzepkowski,15147,TRUE
Anne Arundel,,House of Delegates,,Republican,Gerald P. Starr,12166,
Anne Arundel,,House of Delegates,,Democratic,David G. Boschert,13485,
Anne Arundel,,House of Delegates,,Democratic,Michael F. Canning,12157,
Anne Arundel,,House of Delegates,,Democratic,Marsha G. Perry,17618,TRUE
Anne Arundel,,House of Delegates,,Republican,David Almy,16390,
Anne Arundel,,House of Delegates,,Republican,Robert C. Baldwin,19628,TRUE
Anne Arundel,,House of Delegates,,Republican,Janet Greenip,19545,TRUE
Harford,,House of Delegates,,Democratic,Rose Mary Hatem Bonsack,17762,TRUE
Harford,,House of Delegates,,Democratic,Mary Louise Preis,17380,TRUE
Harford,,House of Delegates,,Democratic,B. Daniel Riley,13891,
Harford,,House of Delegates,,Republican,Nancy Jacobs,18091,TRUE
Harford,,House of Delegates,,Republican,Kenneth A. Thompson,10576,
Harford,,House of Delegates,,Republican,Scott Williams,12362,
Harford,,House of Delegates,,Democratic,Donald C. Fry,14458,TRUE
Harford,,House of Delegates,,Democratic,Joseph V. Lutz,7858,
Harford,,House of Delegates,,Republican,James F. Greenwell,10443,
Harford,,House of Delegates,,Republican,James M. Harkins,18655,TRUE
Cecil,,House of Delegates,,Democratic,David D. Rudolph,4175,TRUE
Cecil,,House of Delegates,,Republican,Robert H. Ward,2450,
Cecil,,House of Delegates,,Democratic,Ethel Ann Murray,1610,
Caroline,,House of Delegates,,Democratic,Wheeler R. Baker,329,TRUE
Caroline,,House of Delegates,,Democratic,Ronald A. Guns,326,TRUE
Caroline,,House of Delegates,,Democratic,W. Michael Newnam,293,
Caroline,,House of Delegates,,Republican,Sharon Maenner Carrick,309,
Caroline,,House of Delegates,,Republican,Mary Roe Walkup,342,TRUE
Caroline,,House of Delegates,,Republican,Allaire D. Williams,300,
Cecil,,House of Delegates,,Democratic,Wheeler R. Baker,3369,TRUE
Cecil,,House of Delegates,,Democratic,Ronald A. Guns,5505,TRUE
Cecil,,House of Delegates,,Democratic,W. Michael Newnam,3281,
Cecil,,House of Delegates,,Republican,Sharon Maenner Carrick,3976,
Cecil,,House of Delegates,,Republican,Mary Roe Walkup,4412,TRUE
Cecil,,House of Delegates,,Republican,Allaire D. Williams,3796,
Kent,,House of Delegates,,Democratic,Wheeler R. Baker,2942,TRUE
Kent,,House of Delegates,,Democratic,Ronald A. Guns,3633,TRUE
Kent,,House of Delegates,,Democratic,W. Michael Newnam,3715,
Kent,,House of Delegates,,Republican,Sharon Maenner Carrick,2122,
Kent,,House of Delegates,,Republican,Mary Roe Walkup,2873,TRUE
Kent,,House of Delegates,,Republican,Allaire D. Williams,1870,
Queen Anne's,,House of Delegates,,Democratic,Wheeler R. Baker,6477,TRUE
Queen Anne's,,House of Delegates,,Democratic,Ronald A. Guns,4653,TRUE
Queen Anne's,,House of Delegates,,Democratic,W. Michael Newnam,3936,
Queen Anne's,,House of Delegates,,Republican,Sharon Maenner Carrick,4180,
Queen Anne's,,House of Delegates,,Republican,Mary Roe Walkup,5067,TRUE
Queen Anne's,,House of Delegates,,Republican,Allaire D. Williams,4128,
Talbot,,House of Delegates,,Democratic,Wheeler R. Baker,794,TRUE
Talbot,,House of Delegates,,Democratic,Ronald A. Guns,798,TRUE
Talbot,,House of Delegates,,Democratic,W. Michael Newnam,649,
Talbot,,House of Delegates,,Republican,Sharon Maenner Carrick,763,
Talbot,,House of Delegates,,Republican,Mary Roe Walkup,895,TRUE
Talbot,,House of Delegates,,Republican,Allaire D. Williams,702,
Dorchester,,House of Delegates,,Democratic,Rudolph C. Cane,505,
Dorchester,,House of Delegates,,Republican,Don B. Hughes,684,TRUE
Dorchester,,House of Delegates,,Independent,Lemuel D. Chester II,1019,
Wicomico,,House of Delegates,,Democratic,Rudolph C. Cane,2263,
Wicomico,,House of Delegates,,Republican,Don B. Hughes,2104,TRUE
Wicomico,,House of Delegates,,Independent,Lemuel D. Chester II,280,
Caroline,,House of Delegates,,Democratic,Philip Carey Foster,1324,
Caroline,,House of Delegates,,Democratic,Robert Alan Thornton Jr.,3995,
Caroline,,House of Delegates,,Republican,Adelaide C. Eckardt,2058,TRUE
Caroline,,House of Delegates,,Republican,Kenneth D. Schisler,2997,TRUE
Dorchester,,House of Delegates,,Democratic,Philip Carey Foster,1238,
Dorchester,,House of Delegates,,Democratic,Robert Alan Thornton Jr.,2157,
Dorchester,,House of Delegates,,Republican,Adelaide C. Eckardt,4247,TRUE
Dorchester,,House of Delegates,,Republican,Kenneth D. Schisler,3689,TRUE
Talbot,,House of Delegates,,Democratic,Philip Carey Foster,3346,
Talbot,,House of Delegates,,Democratic,Robert Alan Thornton Jr.,2037,
Talbot,,House of Delegates,,Republican,Adelaide C. Eckardt,3550,TRUE
Talbot,,House of Delegates,,Republican,Kenneth D. Schisler,6646,TRUE
Wicomico,,House of Delegates,,Democratic,Philip Carey Foster,710,
Wicomico,,House of Delegates,,Democratic,Robert Alan Thornton Jr.,1051,
Wicomico,,House of Delegates,,Republican,Adelaide C. Eckardt,1567,TRUE
Wicomico,,House of Delegates,,Republican,Kenneth D. Schisler,1660,TRUE
Somerset,,House of Delegates,,Democratic,Bennett Bozman,3929,TRUE
Somerset,,House of Delegates,,Democratic,Charles A. Bruce Jr.,3062,
Somerset,,House of Delegates,,Democratic,Norman H. Conway,3436,TRUE
Somerset,,House of Delegates,,Republican,Ronald L. Bireley,1343,
Somerset,,House of Delegates,,Republican,Charles McClenahan,3270,TRUE
Somerset,,House of Delegates,,Republican,Christopher E. Mills,1751,
Wicomico,,House of Delegates,,Democratic,Bennett Bozman,7142,TRUE
Wicomico,,House of Delegates,,Democratic,Charles A. Bruce Jr.,4931,
Wicomico,,House of Delegates,,Democratic,Norman H. Conway,7841,TRUE
Wicomico,,House of Delegates,,Republican,Ronald L. Bireley,4806,
Wicomico,,House of Delegates,,Republican,Charles McClenahan,6993,TRUE
Wicomico,,House of Delegates,,Republican,Christopher E. Mills,5713,
Worcester,,House of Delegates,,Democratic,Bennett Bozman,8631,TRUE
Worcester,,House of Delegates,,Democratic,Charles A. Bruce Jr.,4598,
