county,precinct,office,district,party,candidate,votes,winner
Baltimore,,House of Delegates,,Republican,Michael J. Davis,5052,
Baltimore,,House of Delegates,,Republican,Edward L. Reider,4282,
Baltimore,,House of Delegates,,Democratic,John S. Arnick,18244,TRUE
Baltimore,,House of Delegates,,Democratic,Louis L. DePazzo,18103,TRUE
Baltimore,,House of Delegates,,Democratic,Robert R. Staab,18956,TRUE
Baltimore,,House of Delegates,,Republican,Joseph E. Antonelli,3661,
Baltimore,,House of Delegates,,Republican,Walter F. Menear Jr.,3661,
Baltimore,,House of Delegates,,Democratic,Joseph Bartenfelder,18245,TRUE
Baltimore,,House of Delegates,,Democratic,William J. Burgess,16049,TRUE
Baltimore,,House of Delegates,,Democratic,Donna M. Felling,16443,TRUE
Baltimore,,House of Delegates,,Republican,Howard C. Harclerode,5782,
Baltimore,,House of Delegates,,Republican,Alfred W. Redmer Jr.,10841,
Baltimore,,House of Delegates,,Republican,Scott A. Sewell,11610,
Baltimore,,House of Delegates,,Democratic,Michael Gisriel,14329,TRUE
Baltimore,,House of Delegates,,Democratic,William R. Richardson Jr.,12291,
Baltimore,,House of Delegates,,Republican,John J. Bishop,14004,TRUE
Baltimore,,House of Delegates,,Republican,Patrick E. Carter,13003,
Baltimore,,House of Delegates,,Republican,Martha S. Klima,16082,TRUE
Baltimore,,House of Delegates,,Republican,Jack R. Sturgill Jr.,12819,
Baltimore,,House of Delegates,,Democratic,Judith Boone,9922,
Baltimore,,House of Delegates,,Democratic,Jay Wachter,13298,
Baltimore,,House of Delegates,,Republican,Robert L. Ehrlich Jr.,16365,TRUE
Baltimore,,House of Delegates,,Republican,A. Wade Kach,17583,TRUE
Baltimore,,House of Delegates,,Republican,Ellen R. Sauerbrey,20653,TRUE
Baltimore,,House of Delegates,,Democratic,Leon Albin,19096,TRUE
Baltimore,,House of Delegates,,Democratic,Beverly Eileen Goldstein,6778,
Baltimore,,House of Delegates,,Democratic,Theodore Levin,21593,TRUE
Baltimore,,House of Delegates,,Democratic,Richard Rynd,19032,TRUE
Baltimore,,House of Delegates,,Democratic,Kenneth H. Masters,17636,TRUE
Baltimore,,House of Delegates,,Democratic,Louis P. Morsberger,18035,TRUE
Baltimore,,House of Delegates,,Democratic,Nancy L. Murphy,17747,TRUE
Howard,,House of Delegates,,Democratic,Virginia M. Thomas,6957,TRUE
Howard,,House of Delegates,,Republican,Mark E. Percich,6957,TRUE
Howard,,House of Delegates,,Democratic,William C. Bevan,4232,TRUE
Howard,,House of Delegates,,Democratic,Susan R. Buswell,4628,TRUE
Howard,,House of Delegates,,Republican,Wayne M. Hammerly,1653,
Howard,,House of Delegates,,Republican,Martin G. Madden,3793,
Prince George's,,House of Delegates,,Democratic,William C. Bevan,3817,TRUE
Prince George's,,House of Delegates,,Democratic,Susan R. Buswell,3535,TRUE
Prince George's,,House of Delegates,,Republican,Wayne M. Hammerly,2126,
Prince George's,,House of Delegates,,Republican,Martin G. Madden,3734,
Montgomery,,House of Delegates,,Democratic,Joel Chasnoff,7390,TRUE
Montgomery,,House of Delegates,,Republican,Patricia A. Faulkner,4295,
Howard,,House of Delegates,,Democratic,E. Alexander Adams,7912,
Howard,,House of Delegates,,Democratic,Sue-Ellen Hantman,8626,
Howard,,House of Delegates,,Republican,Robert L. Flanagan,10055,TRUE
Howard,,House of Delegates,,Republican,Robert Kittleman,12904,TRUE
Montgomery,,House of Delegates,,Democratic,E. Alexander Adams,1533,
Montgomery,,House of Delegates,,Democratic,Sue-Ellen Hantman,1244,
Montgomery,,House of Delegates,,Republican,Robert L. Flanagan,1653,TRUE
Montgomery,,House of Delegates,,Republican,Robert Kittleman,1902,TRUE
Montgomery,,House of Delegates,,Democratic,Sandra E. Bregman,15475,
Montgomery,,House of Delegates,,Democratic,Gene W. Counihan,18104,TRUE
Montgomery,,House of Delegates,,Democratic,Judith C. Toth,19280,TRUE
Montgomery,,House of Delegates,,Republican,Ronald S. Bird,10795,
Montgomery,,House of Delegates,,Republican,Jean W. Roesser,18525,TRUE
Montgomery,,House of Delegates,,Republican,John C. Webb Jr.,11461,
Montgomery,,House of Delegates,,Democratic,Brian E. Frosh,20145,TRUE
Montgomery,,House of Delegates,,Democratic,Gilbert J. Genn,20570,TRUE
Montgomery,,House of Delegates,,Democratic,Nancy K. Kopp,20823,TRUE
Montgomery,,House of Delegates,,Republican,William Colliton,13727,
Montgomery,,House of Delegates,,Republican,Carol Trawick,13730,
Montgomery,,House of Delegates,,Republican,John A. Whitney,13476,
Montgomery,,House of Delegates,,Democratic,Mary Boergers,15562,TRUE
Montgomery,,House of Delegates,,Democratic,Jennie M. Forehand,15750,TRUE
Montgomery,,House of Delegates,,Democratic,Michael R. Gordon,14338,TRUE
Montgomery,,House of Delegates,,Republican,Matthew J. Hannon,7848,
Montgomery,,House of Delegates,,Republican,Mark Allen Skinner,7649,
Montgomery,,House of Delegates,,Democratic,Donald B. Robertson,17093,TRUE
Montgomery,,House of Delegates,,Democratic,Patricia R. Sher,17378,TRUE
Montgomery,,House of Delegates,,Democratic,C. Lawrence Wiser,16306,TRUE
Montgomery,,House of Delegates,,Republican,Edgar A. Cadwallader,7664,
Montgomery,,House of Delegates,,Republican,Howard Jenkins III,8004,
Montgomery,,House of Delegates,,Republican,Randolph B. Titus,7593,
Montgomery,,House of Delegates,,Democratic,Henry B. Heller,17670,TRUE
Montgomery,,House of Delegates,,Democratic,Carol S. Petzold,18227,TRUE
Montgomery,,House of Delegates,,Democratic,Leonard H. Teitelbaum,17685,TRUE
Montgomery,,House of Delegates,,Republican,Mary Bowen,11300,
Montgomery,,House of Delegates,,Republican,William Jensen,8974,
Montgomery,,House of Delegates,,Republican,Kyo R. Jhin,11075,
Montgomery,,House of Delegates,,Democratic,Dana Lee Dembrow,17457,TRUE
Montgomery,,House of Delegates,,Democratic,Peter Franchot,17596,TRUE
Montgomery,,House of Delegates,,Democratic,Sheila Ellis Hixson,17255,TRUE
Montgomery,,House of Delegates,,Republican,James Gordon Bennett,7431,
Montgomery,,House of Delegates,,Republican,Stuart T. Eisen,7483,
Montgomery,,House of Delegates,,Republican,Ronald T. Richard,6572,
Prince George's,,House of Delegates,,Democratic,Timothy F. Maloney,12238,TRUE
Prince George's,,House of Delegates,,Democratic,Pauline H. Menes,11800,TRUE
Prince George's,,House of Delegates,,Democratic,James C. Rosapepe,11292,TRUE
Prince George's,,House of Delegates,,Democratic,Anne MacKinnon,10286,TRUE
Prince George's,,House of Delegates,,Democratic,Richard A. Palumbo,11498,TRUE
Prince George's,,House of Delegates,,Democratic,Paul Pinsky,10262,TRUE
Prince George's,,House of Delegates,,Republican,James J. Krehely,4158,
Prince George's,,House of Delegates,,Democratic,Mary A. Conroy,15815,TRUE
Prince George's,,House of Delegates,,Democratic,Joan Breslin Pitkin,16593,TRUE
Prince George's,,House of Delegates,,Democratic,Charles J. Ryan,15008,TRUE
Prince George's,,House of Delegates,,Democratic,Nathaniel Exum,10622,TRUE
Prince George's,,House of Delegates,,Democratic,Francis J. Santangelo Sr.,10797,TRUE
Prince George's,,House of Delegates,,Democratic,Sylvania W. Woods Jr.,10809,TRUE
Prince George's,,House of Delegates,,Democratic,Ulysses Currie,9733,TRUE
Prince George's,,House of Delegates,,Democratic,Dennis C. Donaldson,10806,TRUE
Prince George's,,House of Delegates,,Democratic,Juanita Miller,10180,TRUE
Prince George's,,House of Delegates,,Republican,Bryan K. Swartwood,2049,
Prince George's,,House of Delegates,,Democratic,Rosa Lee Blumenthal,11610,TRUE
Prince George's,,House of Delegates,,Democratic,Christine Miller Jones,10893,TRUE
Prince George's,,House of Delegates,,Democratic,Gloria Lawlah,10308,TRUE
Prince George's,,House of Delegates,,Republican,Lee F. Breuer,3547,
Prince George's,,House of Delegates,,Republican,Lyle Delfosse,4073,
Prince George's,,House of Delegates,,Democratic,Gary R. Alexander,12430,TRUE
Prince George's,,House of Delegates,,Democratic,William R. McCaffrey,13533,TRUE
Prince George's,,House of Delegates,,Democratic,Joseph F. Vallario Jr.,13750,TRUE
Prince George's,,House of Delegates,,Republican,Francis James DiSalvo,7892,
Prince George's,,House of Delegates,,Republican,John Gleason,4350,
Prince George's,,House of Delegates,,Republican,Charles W. Sherren Jr.,3738,
Prince George's,,House of Delegates,,Other,Theodore Higier,2,
Charles,,House of Delegates,,Democratic,Samuel C. Linton,9817,TRUE
Charles,,House of Delegates,,Democratic,Michael J. Sprague,10021,TRUE
Charles,,House of Delegates,,Democratic,John F. Wood Jr.,1474,TRUE
Charles,,House of Delegates,,Republican,William Ragsdale,1145,
St. Mary's,,House of Delegates,,Democratic,John F. Wood Jr.,2690,TRUE
St. Mary's,,House of Delegates,,Republican,William Ragsdale,414,
Anne Arundel,,House of Delegates,,Democratic,Thomas A. Rymer,1304,TRUE
Calvert,,House of Delegates,,Democratic,Thomas A. Rymer,4667,TRUE
Calvert,,House of Delegates,,Democratic,J. Ernest Bell,2306,TRUE
Calvert,,House of Delegates,,Republican,Dennis M. O'Hara,1244,
St. Mary's,,House of Delegates,,Democratic,J. Ernest Bell,3433,TRUE
St. Mary's,,House of Delegates,,Republican,Dennis M. O'Hara,935,
St. Mary's,,House of Delegates,,Democratic,John F. Slade III,3696,TRUE
Anne Arundel,,House of Delegates,,Democratic,John C. Astle,16354,TRUE
Anne Arundel,,House of Delegates,,Democratic,Michael Busch,13858,TRUE
Anne Arundel,,House of Delegates,,Democratic,Donald E. Lamb,12898,TRUE
Anne Arundel,,House of Delegates,,Republican,John R. Hammond,12895,
Anne Arundel,,House of Delegates,,Republican,David Kelley,10291,
Anne Arundel,,House of Delegates,,Republican,Frank Bradlyn McClanahan,6349,
Anne Arundel,,House of Delegates,,Democratic,W. Ray Huff,14005,TRUE
Anne Arundel,,House of Delegates,,Democratic,Charles W. Kolodziejski,13050,TRUE
Anne Arundel,,House of Delegates,,Democratic,James J. Rilley,12895,
Anne Arundel,,House of Delegates,,Republican,Charles E. Beatty,4994,
Anne Arundel,,House of Delegates,,Republican,Anthony J. Girandola,5950,
Anne Arundel,,House of Delegates,,Republican,John Leopold,14586,TRUE
Anne Arundel,,House of Delegates,,Democratic,Tyras S. Athey,12671,TRUE
Anne Arundel,,House of Delegates,,Democratic,Patrick C. Scannello,13593,TRUE
Anne Arundel,,House of Delegates,,Democratic,George T. Schmincke,12817,TRUE
Anne Arundel,,House of Delegates,,Republican,William W. Kemp,6634,
Anne Arundel,,House of Delegates,,Democratic,Bill D. Burlison,9092,
Anne Arundel,,House of Delegates,,Democratic,Douglas W. Diehl,8985,
Anne Arundel,,House of Delegates,,Democratic,Marsha G. Perry,10476,TRUE
Anne Arundel,,House of Delegates,,Republican,John Gary,12315,TRUE
Anne Arundel,,House of Delegates,,Republican,Elizabeth S. Smith,13091,TRUE
Anne Arundel,,House of Delegates,,Republican,John Witty,10272,
Harford,,House of Delegates,,Democratic,William H. Cox Jr.,13272,TRUE
Harford,,House of Delegates,,Democratic,Barbara Osborn Kreamer,14069,TRUE
Harford,,House of Delegates,,Democratic,Eileen M. Rehrmann,14781,TRUE
Harford,,House of Delegates,,Republican,Michael von Lange,8266,
Harford,,House of Delegates,,Republican,John D. Reynolds,7720,
Harford,,House of Delegates,,Democratic,Edwin E. Hess,5568,
Harford,,House of Delegates,,Democratic,Joseph Lutz,10093,TRUE
Harford,,House of Delegates,,Republican,William A. Clark,8855,TRUE
Harford,,House of Delegates,,Republican,Dorothy Polek Stancill,7736,
Cecil,,House of Delegates,,Democratic,Ethel Murray,3846,TRUE
Cecil,,House of Delegates,,Republican,Walter Burlin,2726,
Caroline,,House of Delegates,,Democratic,John M. Ashley Jr.,411,TRUE
Caroline,,House of Delegates,,Democratic,Ronald A. Guns,403,TRUE
Caroline,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,453,TRUE
Caroline,,House of Delegates,,Republican,Joseph L. Holt,221,
Cecil,,House of Delegates,,Democratic,John M. Ashley Jr.,2877,TRUE
Cecil,,House of Delegates,,Democratic,Ronald A. Guns,5904,TRUE
Cecil,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,4225,TRUE
Cecil,,House of Delegates,,Republican,Joseph L. Holt,2602,
Kent,,House of Delegates,,Democratic,John M. Ashley Jr.,2534,TRUE
Kent,,House of Delegates,,Democratic,Ronald A. Guns,2638,TRUE
Kent,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,4244,TRUE
Kent,,House of Delegates,,Republican,Joseph L. Holt,928,
Queen Anne's,,House of Delegates,,Democratic,John M. Ashley Jr.,4901,TRUE
Queen Anne's,,House of Delegates,,Democratic,Ronald A. Guns,4087,TRUE
Queen Anne's,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,4482,TRUE
Queen Anne's,,House of Delegates,,Republican,Joseph L. Holt,2667,
Talbot,,House of Delegates,,Democratic,John M. Ashley Jr.,664,TRUE
Talbot,,House of Delegates,,Democratic,Ronald A. Guns,713,TRUE
Talbot,,House of Delegates,,Democratic,R. Clayton Mitchell Jr.,846,TRUE
Talbot,,House of Delegates,,Republican,Joseph L. Holt,535,
Caroline,,House of Delegates,,Democratic,James H. Balderson,1105,
Caroline,,House of Delegates,,Democratic,William S. Horne,2454,TRUE
Caroline,,House of Delegates,,Democratic,Samuel Q. Johnson III,1875,TRUE
Caroline,,House of Delegates,,Republican,Richard F. Colburn,2405,TRUE
Caroline,,House of Delegates,,Republican,Donald Littleton,959,
Dorchester,,House of Delegates,,Democratic,James H. Balderson,3482,
Dorchester,,House of Delegates,,Democratic,William S. Horne,3932,TRUE
Dorchester,,House of Delegates,,Democratic,Samuel Q. Johnson III,4503,TRUE
Dorchester,,House of Delegates,,Republican,Richard F. Colburn,3929,TRUE
Dorchester,,House of Delegates,,Republican,Donald Littleton,1130,
Talbot,,House of Delegates,,Democratic,James H. Balderson,1867,
Talbot,,House of Delegates,,Democratic,William S. Horne,5133,TRUE
Talbot,,House of Delegates,,Democratic,Samuel Q. Johnson III,2769,TRUE
Talbot,,House of Delegates,,Republican,Richard F. Colburn,3858,TRUE
Talbot,,House of Delegates,,Republican,Donald Littleton,1758,
Wicomico,,House of Delegates,,Democratic,James H. Balderson,1499,
Wicomico,,House of Delegates,,Democratic,William S. Horne,2417,TRUE
Wicomico,,House of Delegates,,Democratic,Samuel Q. Johnson III,3966,TRUE
Wicomico,,House of Delegates,,Republican,Richard F. Colburn,1956,TRUE
Wicomico,,House of Delegates,,Republican,Donald Littleton,1221,
Somerset,,House of Delegates,,Democratic,Norman H. Conway,3051,TRUE
Somerset,,House of Delegates,,Democratic,Daniel M. Long,5040,TRUE
Somerset,,House of Delegates,,Democratic,Mark O. Pilchard,3244,TRUE
Somerset,,House of Delegates,,Republican,Domnick Brunori,1021,
Wicomico,,House of Delegates,,Democratic,Norman H. Conway,8975,TRUE
Wicomico,,House of Delegates,,Democratic,Daniel M. Long,7015,TRUE
Wicomico,,House of Delegates,,Democratic,Mark O. Pilchard,6049,TRUE
Wicomico,,House of Delegates,,Republican,Domnick Brunori,2599,
Worcester,,House of Delegates,,Democratic,Norman H. Conway,4846,TRUE
Worcester,,House of Delegates,,Democratic,Daniel M. Long,5335,TRUE
Worcester,,House of Delegates,,Democratic,Mark O. Pilchard,5705,TRUE
Worcester,,House of Delegates,,Republican,Domnick Brunori,2932,
Baltimore City,,House of Delegates,,Democratic,Elijah Cummings,8315,TRUE
Baltimore City,,House of Delegates,,Democratic,Ruth M. Kirk,8281,TRUE
Baltimore City,,House of Delegates,,Democratic,Larry Young,9299,TRUE
Baltimore City,,House of Delegates,,Democratic,Tony E. Fulton,10602,TRUE
Baltimore City,,House of Delegates,,Democratic,Ralph M. Hughes,11844,TRUE
Baltimore City,,House of Delegates,,Democratic,Howard P. Rawlings,10716,TRUE
Baltimore City,,House of Delegates,,Democratic,Frank D. Boston Jr.,11343,TRUE
Baltimore City,,House of Delegates,,Democratic,Margaret H. Murphy,13261,TRUE
Baltimore City,,House of Delegates,,Democratic,Nathaniel T. Oaks,11549,TRUE
Baltimore City,,House of Delegates,,Democratic,James William Campbell,16000,TRUE
Baltimore City,,House of Delegates,,Democratic,Samuel I. Sandy Rosenberg,16143,TRUE
Baltimore City,,House of Delegates,,Democratic,David B. Shapiro,14978,TRUE
Baltimore City,,House of Delegates,,Republican,Nicholas B. Fessenden,3396,
Baltimore City,,House of Delegates,,Republican,Ernest B. Gray Sr.,2750,
Baltimore City,,House of Delegates,,Democratic,Gerald J. Curran,16909,TRUE
Baltimore City,,House of Delegates,,Democratic,Ann Marie Doory,16535,TRUE
Baltimore City,,House of Delegates,,Democratic,Henry R. Hergenroeder Jr.,16141,TRUE
Baltimore City,,House of Delegates,,Republican,Sonny A. Hall,4303,
Baltimore City,,House of Delegates,,Democratic,Curtis S. Anderson,14016,TRUE
Baltimore City,,House of Delegates,,Democratic,Kenneth C. Montague Jr.,13866,TRUE
Baltimore City,,House of Delegates,,Democratic,Anne Scarlett Perkins,14713,TRUE
Baltimore City,,House of Delegates,,Republican,James B. Larrimore,3468,
Baltimore City,,House of Delegates,,Democratic,Clarence Davis,9713,TRUE
Baltimore City,,House of Delegates,,Democratic,John Douglass,10256,TRUE
Baltimore City,,House of Delegates,,Democratic,Hattie N. Harrison,9933,TRUE
Baltimore City,,House of Delegates,,Other,Ronald M. Owens-Bey,7,
Baltimore City,,House of Delegates,,Democratic,Anthony M. DiPietro Jr.,15467,TRUE
Baltimore City,,House of Delegates,,Democratic,Cornell N. Dypski,15119,TRUE
Baltimore City,,House of Delegates,,Democratic,American Joe Miedusiewski,15521,TRUE
Baltimore City,,House of Delegates,,Democratic,R. Charles Avara,9802,TRUE
Baltimore City,,House of Delegates,,Democratic,Joseph W. O'Malley,9703,TRUE
Baltimore City,,House of Delegates,,Democratic,Paul E. Weisengoff,9596,TRUE
Dorchester,,Judge of the Circuit Court,,Both Parties,Donald F. Johnson,4589,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Joseph F. Murphy Jr.,99346,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,William M. Nickerson,91477,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,James T. Smith Jr.,90637,TRUE
Harford,,Judge of the Circuit Court,,Both Parties,William O. Carr,29676,TRUE
Anne Arundel,,Judge of the Circuit Court,,Both Parties,Robert H. Heller Jr.,46348,TRUE
Frederick,,Judge of the Circuit Court,,Both Parties,G. Edward Dwyer Jr.,18398,TRUE
Frederick,,Judge of the Circuit Court,,Both Parties,Clater W. Smith,16975,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,DeLawrence Beard,117128,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,J. James McKenna,123469,TRUE
Montgomery,,Judge of the Circuit Court,,Both Parties,Peter J. Messitte,111455,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Joseph S. Casula,65103,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,William H. McCullough,63581,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,Darlene G. Perry,63573,TRUE
Prince George's,,Judge of the Circuit Court,,Both Parties,James H. Taylor,60937,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Hilary D. Caplan,89289,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Kathleen O'Ferrall Friedman,87555,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Robert J. Gerstung,62105,
Baltimore City,,Judge of the Circuit Court,,Both Parties,Clifton Gordy,82388,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Mabel Houze Hubbard,84386,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,David B. Mitchell,88061,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,David Ross,81877,TRUE
Baltimore City,,Judge of the Circuit Court,,Both Parties,Marvin B. Steinberg,72410,TRUE
Allegany,,Judge of the Circuit Court,,,For,6168,TRUE
Allegany,,Judge of the Circuit Court,,,Against,2329,
Frederick,,Judge of the Circuit Court,,,For,16594,TRUE
Frederick,,Judge of the Circuit Court,,,Against,1985,
Garrett,,Judge of the Circuit Court,,,For,2052,TRUE
Garrett,,Judge of the Circuit Court,,,Against,715,
Montgomery,,Judge of the Circuit Court,,,For,88644,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,10353,
Washington,,Judge of the Circuit Court,,,For,9100,TRUE
Washington,,Judge of the Circuit Court,,,Against,2192,
Allegany,,Judge of the Circuit Court,,,For,5842,TRUE
Allegany,,Judge of the Circuit Court,,,Against,2387,
Anne Arundel,,Judge of the Circuit Court,,,For,39641,TRUE
Anne Arundel,,Judge of the Circuit Court,,,Against,7346,
Baltimore City,,Judge of the Circuit Court,,,For,61423,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,8168,
Baltimore,,Judge of the Circuit Court,,,For,88031,TRUE
Baltimore,,Judge of the Circuit Court,,,Against,13632,
Calvert,,Judge of the Circuit Court,,,For,2869,TRUE
Calvert,,Judge of the Circuit Court,,,Against,802,
Caroline,,Judge of the Circuit Court,,,For,1481,TRUE
Caroline,,Judge of the Circuit Court,,,Against,403,
Carroll,,Judge of the Circuit Court,,,For,10706,TRUE
Carroll,,Judge of the Circuit Court,,,Against,1664,
Cecil,,Judge of the Circuit Court,,,For,4492,TRUE
Cecil,,Judge of the Circuit Court,,,Against,1295,
Charles,,Judge of the Circuit Court,,,For,6554,TRUE
Charles,,Judge of the Circuit Court,,,Against,1451,
Dorchester,,Judge of the Circuit Court,,,For,2127,TRUE
Dorchester,,Judge of the Circuit Court,,,Against,540,
Frederick,,Judge of the Circuit Court,,,For,15353,TRUE
Frederick,,Judge of the Circuit Court,,,Against,2100,
Garrett,,Judge of the Circuit Court,,,For,1958,TRUE
Garrett,,Judge of the Circuit Court,,,Against,747,
Harford,,Judge of the Circuit Court,,,For,25894,TRUE
Harford,,Judge of the Circuit Court,,,Against,3268,
Howard,,Judge of the Circuit Court,,,For,24161,TRUE
Howard,,Judge of the Circuit Court,,,Against,3575,
Kent,,Judge of the Circuit Court,,,For,1647,TRUE
Kent,,Judge of the Circuit Court,,,Against,365,
Montgomery,,Judge of the Circuit Court,,,For,117610,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,12762,
Prince George's,,Judge of the Circuit Court,,,For,56877,TRUE
Prince George's,,Judge of the Circuit Court,,,Against,9469,
Queen Anne's,,Judge of the Circuit Court,,,For,2496,TRUE
Queen Anne's,,Judge of the Circuit Court,,,Against,589,
St. Mary's,,Judge of the Circuit Court,,,For,3803,TRUE
St. Mary's,,Judge of the Circuit Court,,,Against,1206,
Somerset,,Judge of the Circuit Court,,,For,723,TRUE
Somerset,,Judge of the Circuit Court,,,Against,256,
Talbot,,Judge of the Circuit Court,,,For,2609,TRUE
Talbot,,Judge of the Circuit Court,,,Against,481,
Washington,,Judge of the Circuit Court,,,For,8578,TRUE
Washington,,Judge of the Circuit Court,,,Against,2393,
Wicomico,,Judge of the Circuit Court,,,For,4763,TRUE
Wicomico,,Judge of the Circuit Court,,,Against,1080,
Worcester,,Judge of the Circuit Court,,,For,2261,TRUE
Worcester,,Judge of the Circuit Court,,,Against,636,
Allegany,,Judge of the Circuit Court,,,For,5950,TRUE
Allegany,,Judge of the Circuit Court,,,Against,2304,
Frederick,,Judge of the Circuit Court,,,For,17680,TRUE
Frederick,,Judge of the Circuit Court,,,Against,2209,
Garrett,,Judge of the Circuit Court,,,For,1992,TRUE
Garrett,,Judge of the Circuit Court,,,Against,716,
Montgomery,,Judge of the Circuit Court,,,For,115997,TRUE
Montgomery,,Judge of the Circuit Court,,,Against,12431,
Washington,,Judge of the Circuit Court,,,For,8828,TRUE
Washington,,Judge of the Circuit Court,,,Against,2266,
Baltimore City,,Judge of the Circuit Court,,,For,62966,TRUE
Baltimore City,,Judge of the Circuit Court,,,Against,7593,
